LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(frame),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID15613,15613,2,0.881290078163147,3.8578591924765577,1.0020858127648506,0.0,0.0,0,0.6404327730463713,1,,229.82953419226956,255.0,0.0,255.0,231898.0,52.43857593331384,0.6454626372540081,3.43849206205314,-0.020082327548275228,-0.023076733955552597,1.036104753479297,0.4033370814043267,1.348760732958215,2.568830889220052,1.2885372229847858,4.831419174809017,0.6936771608823041,0.9790652385589094,4.256241227653065
ID15620,15620,2,0.9197825193405151,3.922373683367595,1.0024388195841167,0.0,1.0,1,0.6308064821653188,1,,227.2804503582395,255.0,0.0,255.0,222053.0,53.82634833617055,0.6542159056574576,3.3398431063281135,-0.019123332936228796,-0.019430093066696297,1.0267929056280853,0.39793592696018465,1.3460603309694705,2.5802970681026767,1.250092551985738,4.792052305128829,0.6840832114697382,0.9858514401212738,4.2859832148350465
ID15626,15626,2,0.9118921160697937,3.986647043513827,0.9710043967510966,0.0,2.0,2,0.6210309968847803,1,,225.7042105263158,255.0,0.0,255.0,214419.0,52.957364833946414,0.6517782265860377,3.363499763021719,-0.024537411902719315,-0.023610753150255695,1.0305651428321065,0.38198297747720694,1.3432489774720189,2.6979347342607714,1.2116478809866882,4.847262334732278,0.6480272105912972,0.9682539682539679,4.403604540993163
ID15635,15635,2,0.9011982679367065,4.0311448027277335,0.9927922512366645,0.0,3.0,3,0.6112660104699029,1,,227.58616904500548,255.0,0.0,255.0,207331.0,51.97612496845324,0.653740645851602,3.4618643799572184,-0.021554686805631603,-0.01884958167567006,1.004028309571229,0.3904846105821313,1.3668615530411874,2.571236566978739,1.1738439545042905,4.833971118307755,0.631265607852148,0.9611752360965373,4.4616846109656505
ID15649,15649,2,0.9161717295646667,4.098178778521006,0.935210424996763,0.0,4.0,4,0.5938339314964133,1,,225.7708095781072,255.0,0.0,255.0,198001.0,56.233297192648074,0.666522299327345,3.211499005304112,-0.023135157471926304,-0.016448863484774222,0.9492245708876079,0.38371084821449397,1.3510435299611923,2.473801758028463,1.1078472692892574,4.700842747670992,0.6299967495064839,0.9557766721945825,4.466175426265629
ID15659,15659,2,0.8595166206359863,4.14431982559885,0.9798345024600246,0.0,5.0,5,0.5940056342415068,1,,222.42694063926942,255.0,0.0,255.0,194846.0,56.52699303822794,0.6863596243057126,3.203044944541786,-0.03132869736862597,-0.034519897807264666,0.9746060321973742,0.3683603570275663,1.3219097236063766,2.645795112323771,1.108488013805908,4.82488528608619,0.5983659622490618,0.9356408869659274,4.5827006737042355
ID15665,15665,2,0.9205020070075989,4.198005004232844,0.92886552477796,0.0,6.0,6,0.5879662043984963,1,,224.18127962085308,255.0,0.0,255.0,189209.0,59.65182951257176,0.6697164027426443,3.0147672844976494,-0.019055463236305328,-0.015566007724908671,0.9268175601126601,0.38079892919735553,1.3533509476925587,2.43387648716922,1.0860619557231292,4.493626722438281,0.6758813732685414,0.9636156907333716,4.3119100556896
