LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(sec),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID12667,12667,3,0.8364995121955872,1.036246404953349,0.852977932935672,0.0,0.0,0,0.20367636649681276,1,,234.184,255.0,0.0,255.0,58546.0,67.39917461627984,0.9883142972017489,3.4541618237821163,7.023941433667783E-4,5.413186545281111E-4,0.2077582151762168,0.20209084408340514,1.3201877934480815,1.0280436806452877,0.13032602526643258,1.3598059755130194,0.8857009767164867,0.972549019607843,3.7667029328238057
ID12671,12671,3,0.8540202975273132,1.046416086867649,0.8650804663183306,0.0,1.0,1,0.2040865912155388,1,,232.22088353413653,255.0,0.0,255.0,57823.0,66.45441232121574,0.9912187058783015,3.4790283906368122,-5.23376048798639E-4,-0.0015651080927956242,0.2204744179139136,0.19065369076000496,1.5328701995080554,1.156413059904762,0.1308515334328295,1.3706292035699614,0.875283453468024,0.9613899613899615,3.789052063414797
ID12675,12675,3,0.8570674061775208,1.0305817260409873,0.8655060670664635,0.0,2.0,2,0.21034279309216286,1,,228.27272727272728,255.0,0.0,255.0,60264.0,75.44484963879441,0.9868950402973066,3.0057334646551346,-3.1220414000666197E-6,-0.0028614221492084344,0.22735678064344253,0.1966064609277067,1.4630158004250053,1.1564054384105051,0.13899691001198156,1.4407289091428097,0.8414929240631523,0.9531531531531533,3.86437886131113
ID12679,12679,3,0.850063145160675,1.0363831905861594,0.8620655408820557,0.0,3.0,3,0.21014388733316805,1,,229.78947368421052,255.0,0.0,255.0,61124.0,72.58317832370598,0.994170336356251,3.1566228325963075,-1.915070999044E-4,-0.0030036077540455375,0.22890738336753788,0.19396395734998678,1.4618039212242788,1.1801542229544197,0.13873415592878313,1.3998785355208836,0.8896364147818647,0.9777777777777782,3.7583624153711597
ID12683,12683,3,0.8372591137886047,1.028112094830171,0.843441686787475,0.0,4.0,4,0.20367636649681276,1,,224.70634920634922,255.0,0.0,255.0,56626.0,81.43142373970798,0.9756307154618673,2.725417288359329,7.895370216806691E-4,3.923088128190316E-4,0.20771313560233678,0.2012041438879994,0.2674515337832601,1.0323501871708995,0.13032602526643258,1.3396380028587664,0.9125698074973345,0.9802371541501975,3.7108370496655674
ID12687,12687,3,0.8421952724456787,1.0316712297412174,0.8453714772672571,0.0,5.0,5,0.20326531387501787,1,,227.33466135458167,255.0,0.0,255.0,57061.0,78.21774449435969,0.9890601734330705,2.8904479754569024,8.056274691207852E-4,3.211518120999774E-4,0.20964841096604284,0.1981104623419676,0.1708514071818447,1.058239976262127,0.12980051710003568,1.3396380028587664,0.9088900905316195,0.98015873015873,3.7183412778550187
ID12691,12691,3,0.8331870436668396,1.0304201883447521,0.8467426717414235,0.0,6.0,6,0.20612546891917727,1,,225.95,255.0,0.0,255.0,58747.0,79.64933644021694,0.9732992538812439,2.7984246527146532,6.731147804607489E-4,1.9682985536051062E-4,0.21003321082465967,0.2045801716169835,0.7680296527150903,1.0266547787333242,0.13347907426481406,1.369452065239463,0.8943950344185905,0.9806949806949807,3.748350916688609
