 ,Area(linea_horizontal_1),Mean(linea_horizontal_1),StdDev(linea_horizontal_1),Angle(linea_horizontal_1),Median(linea_horizontal_1),Length(linea_horizontal_1),Area(linea_vertical_1),Mean(linea_vertical_1),StdDev(linea_vertical_1),Angle(linea_vertical_1),Median(linea_vertical_1),Length(linea_vertical_1),Area(ovalo_1),Mean(ovalo_1),StdDev(ovalo_1),Angle(ovalo_1),Median(ovalo_1),Length(ovalo_1),Area(linea_horizontal_2),Mean(linea_horizontal_2),StdDev(linea_horizontal_2),Angle(linea_horizontal_2),Median(linea_horizontal_2),Length(linea_horizontal_2),Area(linea_vertical_2),Mean(linea_vertical_2),StdDev(linea_vertical_2),Angle(linea_vertical_2),Median(linea_vertical_2),Length(linea_vertical_2),Area(ovalo_2),Mean(ovalo_2),StdDev(ovalo_2),Angle(ovalo_2),Median(ovalo_2),Length(ovalo_2),Area(linea_horizontal_3),Mean(linea_horizontal_3),StdDev(linea_horizontal_3),Angle(linea_horizontal_3),Median(linea_horizontal_3),Length(linea_horizontal_3),Area(linea_vertical_3),Mean(linea_vertical_3),StdDev(linea_vertical_3),Angle(linea_vertical_3),Median(linea_vertical_3),Length(linea_vertical_3),Area(ovalo_3),Mean(ovalo_3),StdDev(ovalo_3),Angle(ovalo_3),Median(ovalo_3),Length(ovalo_3),Area(linea_horizontal_4),Mean(linea_horizontal_4),StdDev(linea_horizontal_4),Angle(linea_horizontal_4),Median(linea_horizontal_4),Length(linea_horizontal_4),Area(linea_vertical_4),Mean(linea_vertical_4),StdDev(linea_vertical_4),Angle(linea_vertical_4),Median(linea_vertical_4),Length(linea_vertical_4),Area(ovalo_4),Mean(ovalo_4),StdDev(ovalo_4),Angle(ovalo_4),Median(ovalo_4),Length(ovalo_4)
145,51,82.039,19.734,0,80,50,51,80.588,28.830,90,87,50,1976,77.598,31.019,0,71,0,51,63.333,13.844,0,66,50,51,63.039,22.938,90,64,50,1976,62.241,24.766,0,55,0,51,77.431,20.096,0,82,50,51,75.471,27.937,90,91,50,1976,73.113,29.999,0,68,0,51,85.157,23.023,0,89,50,51,82.275,30.283,90,100,50,1976,78.957,32.624,0,73,0
146,51,82.235,19.845,0,80,50,51,80.255,28.006,90,89,50,1976,77.536,30.949,0,71,0,51,63.314,13.798,0,64,50,51,62.627,22.951,90,64,50,1976,62.131,24.821,0,55,0,51,77.216,19.939,0,82,50,51,75.647,28.066,90,89,50,1976,72.929,29.912,0,68,0,51,84.863,22.844,0,89,50,51,81.765,30.321,90,98,50,1976,78.838,32.644,0,73,0
147,51,81.784,19.599,0,82,50,51,80.000,27.790,90,89,50,1976,77.366,30.820,0,71,0,51,62.961,14.070,0,64,50,51,62.235,22.925,90,62,50,1976,61.904,24.658,0,57,0,51,76.824,20.025,0,80,50,51,75.275,27.699,90,89,50,1976,72.509,29.637,0,68,0,51,83.922,22.412,0,89,50,51,82.078,29.971,90,100,50,1976,78.741,32.553,0,73,0
148,51,81.804,19.760,0,82,50,51,79.431,27.646,90,89,50,1976,77.269,30.812,0,71,0,51,63.157,13.989,0,64,50,51,62.863,22.882,90,62,50,1976,62.075,24.649,0,55,0,51,76.275,19.959,0,80,50,51,74.510,27.367,90,85,50,1976,72.059,29.467,0,66,0,51,84.294,22.496,0,89,50,51,82.118,30.316,90,102,50,1976,78.715,32.502,0,73,0
149,51,80.902,19.263,0,80,50,51,79.431,28.071,90,89,50,1976,77.146,30.745,0,71,0,51,63.471,14.216,0,64,50,51,62.706,22.834,90,64,50,1976,62.060,24.633,0,55,0,51,76.059,19.624,0,80,50,51,74.176,27.109,90,85,50,1976,71.813,29.491,0,66,0,51,83.922,22.279,0,89,50,51,81.627,30.153,90,100,50,1976,78.494,32.292,0,73,0
150,51,81.255,19.367,0,80,50,51,79.549,27.952,90,89,50,1976,77.046,30.746,0,71,0,51,63.294,14.303,0,64,50,51,62.490,22.859,90,62,50,1976,62.025,24.530,0,55,0,51,75.784,19.642,0,78,50,51,73.608,27.416,90,85,50,1976,71.360,29.323,0,66,0,51,83.392,21.072,0,89,50,51,82.824,30.700,90,102,50,1976,78.760,32.294,0,73,0
151,51,80.647,19.002,0,80,50,51,79.569,28.256,90,87,50,1976,76.790,30.699,0,71,0,51,63.255,14.447,0,64,50,51,62.353,22.045,90,64,50,1976,61.887,24.488,0,55,0,51,75.157,19.127,0,80,50,51,73.333,27.550,90,89,50,1976,70.786,29.097,0,66,0,51,83.765,21.156,0,85,50,51,82.196,30.225,90,98,50,1976,78.353,32.246,0,73,0
152,51,80.706,19.218,0,82,50,51,79.216,27.864,90,87,50,1976,76.703,30.695,0,71,0,51,63.039,14.028,0,64,50,51,62.608,22.424,90,64,50,1976,61.841,24.420,0,55,0,51,74.451,19.411,0,78,50,51,72.706,27.224,90,85,50,1976,70.498,28.985,0,66,0,51,83.157,21.263,0,87,50,51,82.078,29.938,90,98,50,1976,77.998,32.018,0,73,0
153,51,80.706,19.208,0,82,50,51,79.000,27.307,90,87,50,1976,76.722,30.675,0,71,0,51,63.510,14.318,0,64,50,51,62.804,22.716,90,64,50,1976,61.897,24.407,0,55,0,51,73.784,19.132,0,78,50,51,72.765,27.487,90,85,50,1976,70.073,28.809,0,64,0,51,83.843,21.193,0,87,50,51,81.765,29.685,90,96,50,1976,78.153,32.020,0,73,0
154,51,80.686,19.135,0,82,50,51,79.098,27.435,90,89,50,1976,76.575,30.627,0,71,0,51,63.176,14.085,0,64,50,51,62.588,22.298,90,62,50,1976,61.837,24.359,0,55,0,51,73.549,19.234,0,78,50,51,72.333,27.217,90,84,50,1976,69.744,28.652,0,64,0,51,83.431,20.743,0,87,50,51,81.647,30.255,90,96,50,1976,77.779,31.884,0,73,0
155,51,80.647,19.184,0,80,50,51,78.882,27.831,90,89,50,1976,76.455,30.633,0,71,0,51,63.235,14.281,0,64,50,51,62.118,22.347,90,64,50,1976,61.741,24.319,0,55,0,51,73.314,18.951,0,78,50,51,71.510,27.301,90,84,50,1976,69.173,28.493,0,64,0,51,82.314,20.662,0,85,50,51,80.333,29.419,90,94,50,1976,77.172,31.578,0,71,0
156,51,80.157,18.874,0,80,50,51,78.529,27.621,90,85,50,1976,76.320,30.554,0,71,0,51,62.961,14.166,0,64,50,51,62.176,22.262,90,64,50,1976,61.691,24.342,0,55,0,51,72.098,18.308,0,75,50,51,70.804,27.081,90,80,50,1976,68.604,28.337,0,62,0,51,81.941,20.621,0,85,50,51,80.059,29.332,90,94,50,1976,77.088,31.381,0,71,0
157,51,79.980,18.830,0,78,50,51,78.157,27.547,90,85,50,1976,76.215,30.504,0,69,0,51,63.235,14.109,0,64,50,51,62.510,22.529,90,64,50,1976,61.575,24.298,0,55,0,51,71.529,17.794,0,73,50,51,70.549,27.019,90,80,50,1976,68.192,28.160,0,62,0,51,81.451,19.891,0,84,50,51,80.706,30.115,90,94,50,1976,77.033,31.396,0,71,0
158,51,79.902,18.718,0,80,50,51,78.549,27.745,90,85,50,1976,76.206,30.360,0,71,0,51,62.961,14.170,0,64,50,51,62.569,22.252,90,66,50,1976,61.529,24.224,0,55,0,51,70.784,17.399,0,75,50,51,70.020,27.074,90,80,50,1976,67.626,27.910,0,62,0,51,81.176,20.696,0,87,50,51,79.510,29.322,90,93,50,1976,76.471,31.200,0,71,0
159,51,80.118,19.159,0,80,50,51,78.627,27.431,90,85,50,1976,76.162,30.310,0,71,0,51,62.882,14.118,0,62,50,51,62.706,22.408,90,64,50,1976,61.668,24.258,0,57,0,51,70.000,17.478,0,75,50,51,69.647,26.779,90,80,50,1976,67.156,27.709,0,62,0,51,80.824,20.085,0,84,50,51,79.490,29.603,90,93,50,1976,76.220,31.065,0,71,0
160,51,79.627,18.503,0,78,50,51,78.235,26.925,90,84,50,1976,76.059,30.129,0,71,0,51,62.686,14.109,0,62,50,51,62.549,22.308,90,64,50,1976,61.555,24.299,0,55,0,51,69.765,17.100,0,73,50,51,69.353,26.956,90,82,50,1976,66.659,27.494,0,60,0,51,81.157,20.537,0,85,50,51,79.353,29.430,90,93,50,1976,76.111,30.927,0,71,0
161,51,79.843,18.617,0,82,50,51,77.902,26.945,90,84,50,1976,75.853,30.222,0,71,0,51,62.588,14.046,0,62,50,51,62.412,22.387,90,64,50,1976,61.265,24.100,0,55,0,51,69.294,16.963,0,73,50,51,68.588,26.757,90,80,50,1976,66.172,27.353,0,60,0,51,79.745,19.927,0,84,50,51,78.941,29.405,90,93,50,1976,75.606,30.861,0,71,0
162,51,79.020,17.975,0,78,50,51,77.608,27.089,90,85,50,1976,75.794,30.123,0,69,0,51,62.588,14.173,0,60,50,51,61.784,22.068,90,64,50,1976,61.089,24.037,0,55,0,51,68.549,16.936,0,71,50,51,68.647,26.291,90,78,50,1976,65.828,27.108,0,60,0,51,80.078,20.076,0,84,50,51,78.059,28.925,90,93,50,1976,75.303,30.532,0,71,0
163,51,78.863,17.969,0,78,50,51,77.510,27.131,90,85,50,1976,75.676,30.108,0,69,0,51,62.294,13.903,0,62,50,51,61.392,21.641,90,62,50,1976,60.839,23.836,0,55,0,51,68.078,16.118,0,71,50,51,67.824,26.329,90,76,50,1976,65.352,26.964,0,60,0,51,79.294,19.462,0,82,50,51,78.471,29.308,90,93,50,1976,75.106,30.454,0,69,0
164,51,78.882,17.747,0,80,50,51,77.137,27.373,90,84,50,1976,75.503,30.117,0,69,0,51,62.706,14.055,0,62,50,51,61.569,21.603,90,64,50,1976,60.774,23.605,0,55,0,51,67.510,16.587,0,71,50,51,67.588,25.948,90,76,50,1976,64.923,26.838,0,60,0,51,79.255,19.738,0,84,50,51,77.686,28.891,90,91,50,1976,74.686,30.287,0,69,0
165,51,78.706,17.612,0,78,50,51,77.392,27.625,90,84,50,1976,75.524,29.967,0,71,0,51,62.922,14.187,0,62,50,51,61.725,21.604,90,64,50,1976,61.055,23.446,0,55,0,51,66.588,16.229,0,71,50,51,67.569,26.281,90,76,50,1976,64.505,26.697,0,60,0,51,78.196,19.445,0,84,50,51,77.059,28.706,90,91,50,1976,74.016,30.094,0,69,0
166,51,78.353,17.391,0,76,50,51,76.608,26.801,90,84,50,1976,75.059,29.829,0,71,0,51,64.588,14.651,0,62,50,51,61.843,21.611,90,64,50,1976,61.487,23.773,0,57,0,51,65.510,15.599,0,68,50,51,66.471,26.167,90,73,50,1976,63.991,26.371,0,59,0,51,78.098,19.442,0,82,50,51,77.000,29.322,90,93,50,1976,73.806,29.955,0,69,0
167,51,78.118,17.570,0,78,50,51,76.216,27.017,90,84,50,1976,74.945,29.953,0,69,0,51,65.549,14.659,0,66,50,51,63.020,21.569,90,64,50,1976,62.511,24.101,0,59,0,51,65.078,15.400,0,68,50,51,65.569,25.831,90,73,50,1976,63.611,26.404,0,59,0,51,77.902,19.764,0,82,50,51,77.098,29.288,90,93,50,1976,73.578,29.812,0,69,0
168,51,78.000,17.614,0,75,50,51,75.902,27.013,90,84,50,1976,74.785,29.710,0,69,0,51,67.059,15.740,0,68,50,51,64.098,21.918,90,68,50,1976,63.715,24.638,0,59,0,51,64.627,15.182,0,68,50,51,65.314,25.552,90,73,50,1976,63.248,26.135,0,59,0,51,77.569,19.521,0,82,50,51,76.059,28.964,90,89,50,1976,73.200,29.720,0,69,0
169,51,77.686,17.346,0,75,50,51,76.235,27.227,90,84,50,1976,74.623,29.466,0,69,0,51,68.373,16.635,0,68,50,51,65.157,22.697,90,68,50,1976,64.666,25.485,0,59,0,51,64.510,15.010,0,68,50,51,64.725,25.270,90,73,50,1976,62.898,26.057,0,59,0,51,77.196,18.812,0,82,50,51,76.176,28.565,90,89,50,1976,73.138,29.645,0,69,0
170,51,77.392,16.980,0,76,50,51,76.078,27.003,90,84,50,1976,74.409,29.439,0,69,0,51,69.922,17.401,0,71,50,51,65.843,22.640,90,69,50,1976,65.821,26.173,0,60,0,51,64.020,15.001,0,68,50,51,64.294,25.758,90,73,50,1976,62.551,25.931,0,57,0,51,76.627,18.475,0,82,50,51,75.627,28.941,90,87,50,1976,72.564,29.551,0,68,0
171,51,76.961,16.805,0,76,50,51,75.608,27.290,90,84,50,1976,74.126,29.255,0,69,0,51,70.824,17.660,0,71,50,51,67.353,23.000,90,71,50,1976,66.962,26.929,0,60,0,51,63.392,14.795,0,66,50,51,64.549,25.710,90,73,50,1976,62.224,25.694,0,57,0,51,76.314,19.109,0,82,50,51,74.784,28.504,90,85,50,1976,72.159,29.261,0,68,0
172,51,76.961,17.167,0,78,50,51,75.804,27.151,90,84,50,1976,73.849,29.277,0,68,0,51,72.118,17.907,0,71,50,51,68.118,23.226,90,71,50,1976,68.056,27.463,0,62,0,51,63.412,14.990,0,66,50,51,64.294,25.649,90,73,50,1976,62.020,25.802,0,57,0,51,75.294,18.477,0,80,50,51,74.765,28.581,90,85,50,1976,71.651,29.124,0,66,0
173,51,76.569,17.172,0,78,50,51,75.118,27.091,90,84,50,1976,73.668,29.114,0,68,0,51,73.294,18.830,0,75,50,51,69.176,23.705,90,75,50,1976,68.895,28.062,0,62,0,51,63.235,14.779,0,66,50,51,64.333,25.860,90,73,50,1976,62.043,25.990,0,55,0,51,75.529,18.379,0,80,50,51,74.510,28.228,90,85,50,1976,71.377,28.968,0,66,0
174,51,76.078,16.562,0,75,50,51,75.196,27.248,90,84,50,1976,73.403,28.994,0,68,0,51,73.765,18.829,0,75,50,51,70.333,23.807,90,73,50,1976,69.725,28.548,0,62,0,51,63.059,14.778,0,66,50,51,64.647,26.028,90,73,50,1976,62.080,26.024,0,55,0,51,74.804,18.318,0,78,50,51,73.451,27.597,90,84,50,1976,70.858,28.782,0,66,0
175,51,75.980,16.505,0,78,50,51,75.000,26.858,90,84,50,1976,73.166,28.862,0,68,0,51,75.176,19.899,0,76,50,51,70.706,24.055,90,76,50,1976,70.234,28.919,0,64,0,51,63.039,14.645,0,66,50,51,64.137,25.914,90,73,50,1976,61.940,26.077,0,55,0,51,73.961,18.247,0,78,50,51,73.020,28.265,90,84,50,1976,70.314,28.722,0,66,0
176,51,76.078,16.507,0,75,50,51,74.490,26.741,90,84,50,1976,72.853,28.693,0,68,0,51,74.961,19.831,0,75,50,51,72.020,24.525,90,75,50,1976,70.909,29.343,0,64,0,51,62.961,14.797,0,66,50,51,64.314,26.196,90,69,50,1976,62.014,26.190,0,55,0,51,73.196,17.496,0,76,50,51,72.529,27.977,90,84,50,1976,69.886,28.427,0,64,0
177,51,75.980,16.314,0,75,50,51,74.137,26.295,90,82,50,1976,72.471,28.535,0,66,0,51,75.608,20.147,0,76,50,51,72.275,24.437,90,76,50,1976,71.324,29.545,0,64,0,51,62.745,14.809,0,66,50,51,64.745,26.162,90,68,50,1976,62.090,26.245,0,55,0,51,72.725,17.417,0,75,50,51,72.549,27.886,90,84,50,1976,69.504,28.297,0,64,0
178,51,75.314,16.286,0,76,50,51,74.216,26.602,90,82,50,1976,72.145,28.371,0,66,0,51,76.098,19.689,0,76,50,51,73.235,25.390,90,76,50,1976,71.824,29.880,0,64,0,51,62.902,14.827,0,68,50,51,64.392,26.729,90,69,50,1976,62.070,26.445,0,55,0,51,72.608,17.142,0,75,50,51,71.255,27.126,90,80,50,1976,68.990,28.069,0,64,0
179,51,75.098,16.158,0,76,50,51,73.373,26.776,90,80,50,1976,72.020,28.316,0,66,0,51,76.627,19.606,0,76,50,51,73.039,24.915,90,78,50,1976,72.212,30.104,0,66,0,51,62.922,14.968,0,66,50,51,64.275,26.576,90,71,50,1976,62.265,26.570,0,55,0,51,71.608,16.590,0,75,50,51,71.235,27.481,90,82,50,1976,68.581,27.895,0,64,0
180,51,74.863,15.754,0,75,50,51,72.922,26.359,90,80,50,1976,71.669,28.200,0,66,0,51,77.000,20.079,0,76,50,51,73.706,25.424,90,78,50,1976,72.632,30.355,0,66,0,51,62.902,14.754,0,68,50,51,64.627,26.845,90,71,50,1976,62.415,26.695,0,55,0,51,71.157,16.669,0,75,50,51,70.824,27.140,90,82,50,1976,68.143,27.685,0,64,0
181,51,74.431,15.954,0,76,50,51,72.569,26.212,90,78,50,1976,71.273,28.112,0,66,0,51,77.098,20.743,0,76,50,51,73.902,24.927,90,78,50,1976,72.889,30.603,0,66,0,51,62.608,14.411,0,66,50,51,65.373,26.753,90,73,50,1976,62.462,26.677,0,55,0,51,70.824,16.892,0,75,50,51,70.431,27.155,90,82,50,1976,67.424,27.419,0,62,0
182,51,74.039,15.642,0,75,50,51,72.392,26.449,90,78,50,1976,71.006,27.981,0,66,0,51,77.549,20.589,0,76,50,51,74.235,24.928,90,78,50,1976,73.093,30.722,0,66,0,51,63.020,14.509,0,66,50,51,65.314,27.035,90,73,50,1976,62.621,26.754,0,57,0,51,70.529,16.794,0,73,50,51,70.353,27.300,90,80,50,1976,67.238,27.338,0,62,0
183,51,73.412,15.071,0,75,50,51,72.059,26.457,90,78,50,1976,70.792,27.873,0,66,0,51,77.216,20.201,0,76,50,51,74.176,25.030,90,78,50,1976,73.204,30.790,0,66,0,51,62.725,14.069,0,66,50,51,65.745,27.173,90,73,50,1976,62.886,26.930,0,55,0,51,70.020,16.277,0,73,50,51,69.431,27.049,90,80,50,1976,66.768,27.201,0,62,0
184,51,72.824,15.371,0,75,50,51,71.549,25.875,90,78,50,1976,70.539,27.769,0,64,0,51,77.667,20.627,0,76,50,51,74.137,24.789,90,80,50,1976,73.278,30.869,0,68,0,51,63.216,14.076,0,66,50,51,65.569,27.324,90,73,50,1976,63.026,26.930,0,57,0,51,69.451,16.673,0,73,50,51,68.627,26.445,90,78,50,1976,66.306,26.898,0,62,0
185,51,72.686,15.001,0,75,50,51,71.098,26.161,90,78,50,1976,70.213,27.736,0,64,0,51,76.922,20.326,0,76,50,51,73.843,25.420,90,78,50,1976,73.191,30.782,0,66,0,51,63.392,14.190,0,66,50,51,66.196,27.561,90,73,50,1976,63.211,27.006,0,57,0,51,68.765,16.224,0,73,50,51,68.098,26.337,90,76,50,1976,65.800,26.770,0,60,0
186,51,72.588,14.900,0,73,50,51,70.608,25.624,90,78,50,1976,69.873,27.420,0,64,0,51,77.059,20.654,0,78,50,51,73.922,24.884,90,82,50,1976,73.104,30.692,0,66,0,51,63.059,13.915,0,68,50,51,66.196,27.649,90,73,50,1976,63.220,26.966,0,59,0,51,68.412,16.030,0,73,50,51,68.118,26.512,90,76,50,1976,65.499,26.689,0,60,0
187,51,72.235,14.602,0,75,50,51,70.314,26.125,90,78,50,1976,69.516,27.316,0,64,0,51,76.980,20.148,0,76,50,51,73.667,24.735,90,80,50,1976,72.851,30.600,0,66,0,51,62.863,13.943,0,66,50,51,66.588,27.337,90,71,50,1976,63.053,26.840,0,59,0,51,67.529,15.773,0,71,50,51,67.549,25.908,90,76,50,1976,65.000,26.531,0,60,0
188,51,71.725,14.560,0,73,50,51,69.941,25.807,90,76,50,1976,69.141,27.219,0,64,0,51,76.412,20.327,0,76,50,51,73.451,24.556,90,78,50,1976,72.683,30.578,0,66,0,51,63.275,14.128,0,66,50,51,66.608,27.221,90,73,50,1976,62.980,26.365,0,59,0,51,67.118,15.409,0,71,50,51,66.902,25.978,90,76,50,1976,64.626,26.379,0,60,0
189,51,70.824,14.608,0,71,50,51,69.529,25.342,90,76,50,1976,68.859,27.086,0,64,0,51,75.902,19.716,0,76,50,51,73.451,24.688,90,78,50,1976,72.517,30.514,0,66,0,51,63.667,14.031,0,66,50,51,66.255,26.385,90,73,50,1976,62.823,25.717,0,59,0,51,66.745,15.636,0,69,50,51,66.902,26.109,90,75,50,1976,64.364,26.233,0,60,0
190,51,70.431,14.171,0,71,50,51,69.490,25.663,90,78,50,1976,68.514,26.958,0,64,0,51,76.196,20.044,0,76,50,51,73.471,24.816,90,78,50,1976,72.436,30.532,0,66,0,51,63.098,13.770,0,66,50,51,65.882,25.607,90,73,50,1976,62.514,25.197,0,59,0,51,66.078,15.615,0,69,50,51,66.451,25.698,90,75,50,1976,64.104,26.108,0,59,0
191,51,69.667,14.204,0,71,50,51,68.686,25.934,90,76,50,1976,68.024,26.950,0,62,0,51,75.863,19.916,0,78,50,51,73.137,24.467,90,78,50,1976,72.224,30.372,0,64,0,51,63.078,14.094,0,64,50,51,64.961,24.791,90,73,50,1976,62.237,24.634,0,59,0,51,66.549,15.278,0,69,50,51,66.098,25.754,90,73,50,1976,63.800,25.890,0,59,0
192,51,69.451,13.829,0,71,50,51,68.667,25.870,90,75,50,1976,67.742,26.811,0,62,0,51,75.647,19.671,0,76,50,51,73.020,24.277,90,78,50,1976,72.238,30.453,0,64,0,51,63.608,14.043,0,64,50,51,65.373,24.554,90,73,50,1976,62.348,24.288,0,59,0,51,65.588,14.800,0,69,50,51,65.529,25.633,90,73,50,1976,63.603,25.815,0,59,0
193,51,69.294,14.063,0,71,50,51,68.569,25.515,90,75,50,1976,67.390,26.596,0,62,0,51,75.471,20.118,0,76,50,51,72.706,24.184,90,78,50,1976,72.071,30.435,0,64,0,51,65.118,14.539,0,68,50,51,65.706,24.558,90,75,50,1976,62.907,23.978,0,59,0,51,65.471,15.010,0,69,50,51,65.667,25.799,90,73,50,1976,63.536,25.882,0,59,0
194,51,68.824,14.067,0,69,50,51,67.941,25.654,90,75,50,1976,67.142,26.584,0,62,0,51,75.608,19.953,0,76,50,51,72.725,24.136,90,78,50,1976,71.914,30.404,0,64,0,51,66.608,15.041,0,68,50,51,67.196,24.608,90,76,50,1976,63.776,24.140,0,60,0,51,65.196,14.749,0,69,50,51,65.569,25.460,90,73,50,1976,63.309,25.724,0,59,0
195,51,68.490,13.664,0,68,50,51,67.588,25.259,90,75,50,1976,66.703,26.390,0,62,0,51,76.039,19.925,0,78,50,51,72.294,24.256,90,78,50,1976,71.769,30.484,0,64,0,51,68.059,15.661,0,69,50,51,68.235,24.823,90,78,50,1976,64.857,24.669,0,62,0,51,65.843,14.248,0,71,50,51,65.549,25.346,90,73,50,1976,63.420,25.834,0,59,0
196,51,67.549,13.694,0,66,50,51,66.706,25.079,90,73,50,1976,66.219,26.200,0,62,0,51,75.294,19.987,0,76,50,51,72.059,24.559,90,78,50,1976,71.568,30.406,0,64,0,51,70.275,16.715,0,73,50,51,70.078,25.403,90,82,50,1976,66.251,25.187,0,62,0,51,65.333,14.402,0,68,50,51,65.922,25.822,90,73,50,1976,63.313,25.891,0,59,0
197,51,67.294,13.664,0,66,50,51,66.353,25.086,90,73,50,1976,65.950,26.122,0,60,0,51,75.157,19.955,0,78,50,51,72.137,24.179,90,78,50,1976,71.566,30.445,0,64,0,51,72.784,18.185,0,76,50,51,71.137,25.718,90,82,50,1976,67.841,26.022,0,62,0,51,65.686,14.756,0,71,50,51,65.784,25.953,90,73,50,1976,63.270,25.963,0,59,0
198,51,66.686,13.357,0,66,50,51,66.451,25.082,90,73,50,1976,65.607,25.992,0,60,0,51,75.078,19.872,0,76,50,51,72.137,24.014,90,78,50,1976,71.663,30.382,0,64,0,51,74.608,19.413,0,78,50,51,72.353,25.642,90,82,50,1976,69.494,27.018,0,64,0,51,65.235,14.820,0,71,50,51,66.020,25.919,90,73,50,1976,63.398,26.021,0,59,0
199,51,66.647,13.332,0,66,50,51,65.549,25.244,90,69,50,1976,65.295,25.908,0,60,0,51,74.922,19.719,0,76,50,51,71.765,23.981,90,76,50,1976,71.468,30.298,0,64,0,51,76.765,20.055,0,80,50,51,74.137,26.806,90,87,50,1976,70.909,27.934,0,66,0,51,65.255,14.714,0,69,50,51,66.294,26.345,90,73,50,1976,63.587,26.172,0,59,0
200,51,66.294,13.205,0,66,50,51,65.392,24.681,90,69,50,1976,64.960,25.677,0,60,0,51,74.882,19.456,0,76,50,51,71.765,24.100,90,76,50,1976,71.394,30.284,0,64,0,51,78.529,21.259,0,84,50,51,75.902,27.472,90,91,50,1976,72.420,28.971,0,68,0,51,65.529,14.334,0,71,50,51,66.216,26.700,90,73,50,1976,63.606,26.184,0,59,0
201,51,65.804,13.107,0,66,50,51,65.137,24.702,90,69,50,1976,64.591,25.605,0,60,0,51,75.255,19.686,0,75,50,51,71.882,24.031,90,76,50,1976,71.438,30.328,0,64,0,51,79.863,21.749,0,84,50,51,77.118,27.766,90,91,50,1976,73.585,29.773,0,68,0,51,65.353,14.078,0,69,50,51,66.078,26.610,90,73,50,1976,63.633,26.243,0,59,0
202,51,65.275,13.031,0,66,50,51,64.902,24.753,90,69,50,1976,64.323,25.511,0,60,0,51,74.510,19.480,0,73,50,51,71.510,23.634,90,76,50,1976,71.229,30.216,0,64,0,51,81.235,22.429,0,87,50,51,78.118,28.493,90,91,50,1976,74.560,30.368,0,69,0,51,65.451,14.614,0,71,50,51,66.804,27.114,90,75,50,1976,63.952,26.507,0,59,0
203,51,65.176,12.944,0,64,50,51,64.667,24.602,90,69,50,1976,64.192,25.414,0,60,0,51,74.275,19.778,0,75,50,51,71.294,23.663,90,76,50,1976,71.145,30.275,0,64,0,51,82.000,22.581,0,87,50,51,78.902,28.504,90,93,50,1976,75.137,30.772,0,69,0,51,65.745,14.459,0,71,50,51,67.608,27.243,90,75,50,1976,64.210,26.615,0,59,0
204,51,64.843,12.613,0,64,50,51,64.510,24.865,90,69,50,1976,63.879,25.246,0,60,0,51,74.647,19.848,0,75,50,51,71.471,24.011,90,76,50,1976,71.186,30.293,0,64,0,51,82.922,23.147,0,87,50,51,79.902,28.872,90,94,50,1976,75.944,31.239,0,69,0,51,65.824,14.202,0,69,50,51,67.216,27.521,90,75,50,1976,64.346,26.743,0,59,0
205,51,64.863,12.519,0,66,50,51,64.353,24.612,90,69,50,1976,63.624,25.267,0,59,0,51,74.647,19.674,0,75,50,51,71.078,23.924,90,76,50,1976,71.146,30.235,0,64,0,51,83.549,23.405,0,89,50,51,81.118,29.679,90,98,50,1976,76.623,31.631,0,69,0,51,65.706,14.424,0,71,50,51,67.471,27.602,90,76,50,1976,64.395,26.771,0,60,0
206,51,64.294,12.148,0,64,50,51,64.373,24.915,90,69,50,1976,63.533,25.223,0,59,0,51,74.000,19.570,0,73,50,51,71.059,23.939,90,78,50,1976,70.918,30.109,0,64,0,51,83.843,23.523,0,87,50,51,81.745,29.613,90,98,50,1976,77.059,31.927,0,71,0,51,65.667,14.491,0,69,50,51,68.000,27.539,90,76,50,1976,64.536,26.672,0,60,0
207,51,63.882,12.036,0,64,50,51,64.216,25.022,90,69,50,1976,63.434,25.086,0,59,0,51,73.863,19.711,0,73,50,51,71.235,23.901,90,78,50,1976,70.908,30.116,0,64,0,51,84.176,23.756,0,87,50,51,82.451,29.855,90,100,50,1976,77.632,32.340,0,71,0,51,65.706,14.002,0,69,50,51,67.784,27.385,90,75,50,1976,64.378,26.396,0,60,0
208,51,63.843,12.169,0,64,50,51,64.118,24.910,90,69,50,1976,63.321,24.991,0,59,0,51,73.784,19.958,0,73,50,51,71.431,23.968,90,78,50,1976,70.850,30.092,0,64,0,51,84.843,24.328,0,89,50,51,83.137,30.353,90,100,50,1976,78.094,32.500,0,71,0,51,65.765,13.989,0,68,50,51,67.314,26.751,90,75,50,1976,64.118,26.018,0,60,0
209,51,63.490,11.934,0,64,50,51,63.882,24.710,90,68,50,1976,63.206,25.022,0,59,0,51,73.647,19.759,0,73,50,51,71.412,23.994,90,78,50,1976,70.727,30.061,0,64,0,51,84.961,24.126,0,89,50,51,83.922,30.587,90,102,50,1976,78.464,32.792,0,71,0,51,65.451,13.707,0,68,50,51,66.843,26.196,90,76,50,1976,63.739,25.446,0,60,0
210,51,62.922,11.756,0,62,50,51,64.137,25.085,90,69,50,1976,63.070,24.996,0,59,0,51,73.451,19.502,0,73,50,51,70.843,24.073,90,76,50,1976,70.587,30.135,0,64,0,51,85.569,24.430,0,89,50,51,84.196,30.921,90,100,50,1976,78.737,32.894,0,73,0,51,65.137,13.928,0,66,50,51,66.745,25.972,90,75,50,1976,63.391,25.100,0,60,0
