 ,Area(linea_horizontal_1),Mean(linea_horizontal_1),StdDev(linea_horizontal_1),Angle(linea_horizontal_1),Median(linea_horizontal_1),Length(linea_horizontal_1),Area(linea_vertical_1),Mean(linea_vertical_1),StdDev(linea_vertical_1),Angle(linea_vertical_1),Median(linea_vertical_1),Length(linea_vertical_1),Area(ovalo_1),Mean(ovalo_1),StdDev(ovalo_1),Median(ovalo_1),Area(linea_horizontal_2),Mean(linea_horizontal_2),StdDev(linea_horizontal_2),Angle(linea_horizontal_2),Median(linea_horizontal_2),Length(linea_horizontal_2),Area(linea_vertical_2),Mean(linea_vertical_2),StdDev(linea_vertical_2),Angle(linea_vertical_2),Median(linea_vertical_2),Length(linea_vertical_2),Area(ovalo_2),Mean(ovalo_2),StdDev(ovalo_2),Median(ovalo_2),Area(linea_horizontal_3),Mean(linea_horizontal_3),StdDev(linea_horizontal_3),Angle(linea_horizontal_3),Median(linea_horizontal_3),Length(linea_horizontal_3),Area(linea_vertical_3),Mean(linea_vertical_3),StdDev(linea_vertical_3),Angle(linea_vertical_3),Median(linea_vertical_3),Length(linea_vertical_3),Area(ovalo_3),Mean(ovalo_3),StdDev(ovalo_3),Median(ovalo_3),Area(linea_horizontal_4),Mean(linea_horizontal_4),StdDev(linea_horizontal_4),Angle(linea_horizontal_4),Median(linea_horizontal_4),Length(linea_horizontal_4),Area(linea_vertical_4),Mean(linea_vertical_4),StdDev(linea_vertical_4),Angle(linea_vertical_4),Median(linea_vertical_4),Length(linea_vertical_4),Area(ovalo_4),Mean(ovalo_4),StdDev(ovalo_4),Median(ovalo_4)
1,51,44.294,8.374,0,42,50,51,65.000,22.721,90,53,50,1976,60.271,25.313,53,51,41.510,7.718,0,41,50,51,56.549,20.248,90,42,50,1976,53.675,22.611,48,51,44.451,9.317,0,42,50,51,66.510,25.765,90,51,50,1976,60.725,26.522,53,51,45.137,9.500,0,42,50,51,62.353,23.464,90,51,50,1976,57.830,24.568,51
2,51,44.118,8.375,0,42,50,51,65.294,22.582,90,55,50,1976,60.240,25.403,53,51,41.059,7.635,0,41,50,51,56.882,20.567,90,44,50,1976,53.579,22.658,48,51,44.294,9.201,0,41,50,51,67.745,26.466,90,53,50,1976,61.491,27.074,53,51,44.824,9.206,0,42,50,51,61.961,22.619,90,50,50,1976,57.503,24.208,51
3,51,43.863,7.945,0,42,50,51,65.059,22.541,90,55,50,1976,60.152,25.326,53,51,41.137,7.785,0,41,50,51,57.569,20.786,90,46,50,1976,53.665,22.753,48,51,44.196,9.121,0,42,50,51,67.569,26.219,90,51,50,1976,61.684,27.392,53,51,44.529,8.941,0,42,50,51,60.392,22.301,90,48,50,1976,57.146,23.996,51
4,51,43.980,8.068,0,42,50,51,65.118,22.308,90,55,50,1976,60.230,25.102,53,51,40.863,7.663,0,39,50,51,57.863,21.033,90,46,50,1976,53.826,22.806,48,51,44.431,9.071,0,42,50,51,68.039,26.336,90,53,50,1976,62.030,27.663,53,51,44.059,8.296,0,42,50,51,59.863,21.739,90,46,50,1976,56.643,23.652,50
5,51,44.078,8.200,0,42,50,51,65.000,22.523,90,53,50,1976,60.032,25.167,53,51,40.725,7.582,0,39,50,51,58.627,20.827,90,46,50,1976,53.914,22.850,48,51,44.294,8.741,0,42,50,51,67.569,26.550,90,51,50,1976,61.861,27.830,53,51,43.863,8.476,0,42,50,51,59.275,21.334,90,44,50,1976,56.155,23.422,50
6,51,43.961,8.326,0,42,50,51,65.373,22.377,90,55,50,1976,60.162,25.375,53,51,40.608,7.275,0,39,50,51,58.980,20.898,90,46,50,1976,53.965,22.863,48,51,44.667,8.783,0,44,50,51,67.824,26.390,90,51,50,1976,61.945,27.739,53,51,43.294,8.339,0,42,50,51,58.882,20.755,90,44,50,1976,55.739,23.406,50
7,51,44.373,8.032,0,44,50,51,66.196,22.995,90,57,50,1976,60.642,25.778,53,51,40.451,7.242,0,41,50,51,58.373,20.927,90,46,50,1976,54.005,22.856,48,51,44.471,8.550,0,42,50,51,67.667,26.001,90,53,50,1976,61.933,27.813,53,51,43.275,8.156,0,41,50,51,58.490,20.671,90,44,50,1976,55.333,23.091,50
8,51,44.647,8.499,0,42,50,51,65.882,23.022,90,55,50,1976,60.535,25.774,53,51,40.510,6.958,0,39,50,51,58.647,21.225,90,46,50,1976,54.079,22.960,48,51,44.843,8.965,0,42,50,51,67.196,25.495,90,51,50,1976,62.040,27.866,53,51,42.765,8.004,0,41,50,51,58.510,20.245,90,46,50,1976,55.164,23.031,50
9,51,44.961,8.574,0,44,50,51,66.059,22.898,90,57,50,1976,60.774,25.810,53,51,40.098,6.774,0,39,50,51,59.294,21.896,90,46,50,1976,54.021,23.064,48,51,44.471,8.587,0,42,50,51,67.353,26.149,90,51,50,1976,61.960,27.973,53,51,42.235,8.221,0,41,50,51,57.824,20.313,90,44,50,1976,54.717,22.971,50
10,51,44.980,8.803,0,44,50,51,66.275,23.139,90,55,50,1976,60.847,25.938,55,51,40.471,7.103,0,39,50,51,59.078,21.786,90,46,50,1976,54.149,23.389,48,51,44.686,8.885,0,42,50,51,67.765,26.027,90,51,50,1976,61.852,27.830,53,51,41.588,8.030,0,41,50,51,57.451,20.325,90,44,50,1976,54.403,22.805,48
11,51,45.000,8.706,0,44,50,51,66.137,22.860,90,57,50,1976,60.811,25.895,55,51,40.431,7.226,0,39,50,51,59.706,22.165,90,46,50,1976,54.509,23.786,48,51,44.922,9.221,0,42,50,51,67.294,26.589,90,51,50,1976,61.878,27.792,53,51,41.510,7.798,0,41,50,51,57.569,20.370,90,44,50,1976,54.026,22.597,48
12,51,44.667,8.397,0,44,50,51,66.294,23.099,90,57,50,1976,60.705,25.851,53,51,40.490,7.148,0,39,50,51,59.510,22.212,90,46,50,1976,54.570,24.101,48,51,44.549,8.873,0,44,50,51,66.549,25.535,90,51,50,1976,61.408,27.487,53,51,41.157,7.273,0,41,50,51,57.431,20.225,90,44,50,1976,53.810,22.594,48
13,51,44.882,8.754,0,42,50,51,66.235,23.267,90,55,50,1976,60.829,25.862,53,51,40.686,7.126,0,41,50,51,59.647,22.821,90,44,50,1976,54.747,24.550,48,51,44.667,8.842,0,44,50,51,66.980,25.077,90,51,50,1976,61.444,27.318,53,51,41.059,7.350,0,41,50,51,57.647,20.212,90,44,50,1976,53.634,22.667,48
14,51,44.745,8.553,0,44,50,51,66.333,23.349,90,53,50,1976,60.788,25.759,53,51,41.255,7.504,0,39,50,51,60.510,23.454,90,46,50,1976,55.585,25.090,48,51,44.451,8.331,0,42,50,51,66.941,25.556,90,51,50,1976,61.319,27.208,53,51,40.961,7.335,0,41,50,51,57.294,20.156,90,44,50,1976,53.446,22.644,48
15,51,44.588,8.746,0,42,50,51,66.412,23.031,90,55,50,1976,60.826,25.665,53,51,41.412,7.782,0,39,50,51,61.078,23.117,90,46,50,1976,56.312,25.353,48,51,44.314,8.705,0,42,50,51,66.725,25.333,90,51,50,1976,60.987,26.994,53,51,40.843,7.433,0,41,50,51,57.471,20.042,90,44,50,1976,53.477,22.610,48
16,51,44.843,8.918,0,42,50,51,65.961,22.326,90,55,50,1976,60.596,25.392,55,51,41.902,7.913,0,41,50,51,62.314,23.270,90,48,50,1976,57.505,25.696,50,51,44.510,8.533,0,42,50,51,66.020,24.399,90,51,50,1976,60.567,26.703,53,51,40.882,7.394,0,39,50,51,57.608,20.625,90,44,50,1976,53.274,22.477,48
17,51,45.471,8.698,0,46,50,51,66.373,22.328,90,55,50,1976,60.728,25.350,55,51,42.882,8.284,0,41,50,51,62.647,23.300,90,48,50,1976,58.339,25.757,51,51,43.863,8.119,0,42,50,51,65.490,24.910,90,48,50,1976,60.247,26.765,53,51,40.804,7.321,0,41,50,51,58.000,20.831,90,46,50,1976,53.430,22.674,48
18,51,45.373,8.718,0,46,50,51,66.098,22.430,90,57,50,1976,60.396,25.284,53,51,43.647,9.262,0,41,50,51,63.039,23.506,90,50,50,1976,59.380,26.237,51,51,43.784,8.375,0,42,50,51,65.549,25.165,90,50,50,1976,60.194,26.462,53,51,40.510,6.915,0,39,50,51,58.176,21.094,90,46,50,1976,53.405,22.648,46
19,51,45.137,8.478,0,44,50,51,65.922,22.551,90,55,50,1976,60.498,25.426,53,51,44.431,9.870,0,41,50,51,64.294,24.034,90,50,50,1976,60.102,26.326,53,51,44.314,8.735,0,42,50,51,66.157,25.506,90,50,50,1976,60.232,26.507,53,51,40.569,6.856,0,41,50,51,58.294,20.688,90,46,50,1976,53.506,22.606,46
20,51,44.725,8.455,0,44,50,51,66.157,23.085,90,55,50,1976,60.460,25.275,53,51,45.294,10.066,0,41,50,51,65.765,24.248,90,50,50,1976,60.765,26.375,53,51,43.608,8.521,0,42,50,51,65.157,25.531,90,48,50,1976,59.768,26.325,51,51,40.706,7.024,0,41,50,51,58.353,20.685,90,46,50,1976,53.395,22.469,46
21,51,44.706,8.374,0,44,50,51,65.902,22.945,90,55,50,1976,60.180,25.105,53,51,45.824,10.812,0,42,50,51,67.000,25.054,90,51,50,1976,61.503,26.704,53,51,43.941,8.533,0,42,50,51,65.471,25.238,90,50,50,1976,59.611,26.071,51,51,40.627,7.045,0,41,50,51,58.765,21.264,90,46,50,1976,53.440,22.782,46
22,51,44.627,8.347,0,44,50,51,65.725,23.039,90,53,50,1976,59.948,25.044,53,51,45.804,10.726,0,42,50,51,67.314,25.106,90,53,50,1976,61.943,26.770,53,51,43.941,8.564,0,44,50,51,64.922,25.559,90,48,50,1976,59.386,25.888,51,51,40.412,7.153,0,39,50,51,59.392,22.270,90,46,50,1976,53.678,23.131,46
23,51,44.490,8.310,0,42,50,51,65.529,22.983,90,53,50,1976,59.918,24.909,53,51,46.020,10.771,0,42,50,51,68.039,25.630,90,53,50,1976,62.229,26.979,55,51,43.745,8.602,0,42,50,51,64.510,25.596,90,48,50,1976,59.123,25.822,51,51,40.627,7.313,0,41,50,51,60.255,22.628,90,46,50,1976,54.105,23.634,46
24,51,44.255,8.165,0,42,50,51,65.706,23.194,90,51,50,1976,59.779,25.037,53,51,45.941,10.156,0,42,50,51,69.196,26.263,90,53,50,1976,62.778,27.427,55,51,43.627,8.877,0,41,50,51,64.765,24.947,90,48,50,1976,59.092,25.588,51,51,40.882,7.781,0,41,50,51,60.078,23.158,90,46,50,1976,54.466,24.226,46
25,51,44.294,8.232,0,42,50,51,65.255,22.960,90,51,50,1976,59.524,24.906,53,51,45.824,10.316,0,42,50,51,69.118,26.731,90,53,50,1976,62.921,27.647,55,51,43.549,8.526,0,41,50,51,64.039,24.901,90,46,50,1976,58.835,25.433,51,51,40.961,7.795,0,39,50,51,60.255,23.043,90,46,50,1976,54.718,24.498,48
26,51,44.000,8.379,0,42,50,51,65.255,22.920,90,51,50,1976,59.623,24.813,53,51,46.196,10.237,0,44,50,51,69.039,26.580,90,51,50,1976,63.276,27.674,55,51,43.451,8.622,0,42,50,51,64.314,24.823,90,48,50,1976,58.669,25.410,51,51,40.922,7.247,0,39,50,51,60.804,23.065,90,46,50,1976,55.192,24.864,48
27,51,43.843,8.453,0,42,50,51,64.882,23.032,90,51,50,1976,59.202,24.647,53,51,46.353,10.239,0,44,50,51,69.333,26.246,90,55,50,1976,63.318,27.936,55,51,43.804,9.097,0,42,50,51,64.039,24.810,90,48,50,1976,58.579,25.167,51,51,41.549,7.569,0,41,50,51,61.392,23.105,90,48,50,1976,56.018,25.347,48
