 ,Mean(linea_horizontal_1),StdDev(linea_horizontal_1),Min(linea_horizontal_1),Max(linea_horizontal_1),Angle(linea_horizontal_1),Length(linea_horizontal_1),Mean(linea_vertical_1),StdDev(linea_vertical_1),Min(linea_vertical_1),Max(linea_vertical_1),Angle(linea_vertical_1),Length(linea_vertical_1),Mean(ovalo_1),StdDev(ovalo_1),Min(ovalo_1),Max(ovalo_1),Mean(linea_horizontal_2),StdDev(linea_horizontal_2),Min(linea_horizontal_2),Max(linea_horizontal_2),Angle(linea_horizontal_2),Length(linea_horizontal_2),Mean(linea_vertical_2),StdDev(linea_vertical_2),Min(linea_vertical_2),Max(linea_vertical_2),Angle(linea_vertical_2),Length(linea_vertical_2),Mean(ovalo_2),StdDev(ovalo_2),Min(ovalo_2),Max(ovalo_2),Mean(linea_horizontal_3),StdDev(linea_horizontal_3),Min(linea_horizontal_3),Max(linea_horizontal_3),Angle(linea_horizontal_3),Length(linea_horizontal_3),Mean(linea_vertical_3),StdDev(linea_vertical_3),Min(linea_vertical_3),Max(linea_vertical_3),Angle(linea_vertical_3),Length(linea_vertical_3),Mean(ovalo_3),StdDev(ovalo_3),Min(ovalo_3),Max(ovalo_3),Mean(linea_horizontal_4),StdDev(linea_horizontal_4),Min(linea_horizontal_4),Max(linea_horizontal_4),Angle(linea_horizontal_4),Length(linea_horizontal_4),Mean(linea_vertical_4),StdDev(linea_vertical_4),Min(linea_vertical_4),Max(linea_vertical_4),Angle(linea_vertical_4),Length(linea_vertical_4),Mean(ovalo_4),StdDev(ovalo_4),Min(ovalo_4),Max(ovalo_4)
12,52.804,36.260,14,159,0,50,33.882,6.144,25,48,90,50,43.335,24.589,7,150,51.235,33.914,14,148,0,50,33.667,6.199,23,46,90,50,42.169,22.974,8,141,49.961,28.613,14,116,0,50,34.412,5.971,23,46,90,50,42.151,20.738,7,116,48.569,24.324,14,100,0,50,35.824,5.747,25,44,90,50,42.057,18.210,5,100
13,52.902,36.908,14,162,0,50,34.157,6.546,23,48,90,50,43.405,24.790,7,152,51.510,34.897,14,153,0,50,33.627,5.793,23,46,90,50,42.273,23.152,8,145,50.333,27.988,14,116,0,50,34.824,6.578,23,48,90,50,42.687,20.504,7,116,48.431,24.053,14,98,0,50,35.078,5.979,23,44,90,50,41.984,18.384,5,100
14,53.235,37.294,14,164,0,50,34.216,6.133,23,46,90,50,43.535,24.783,7,152,51.118,34.967,14,152,0,50,33.549,5.818,23,46,90,50,42.260,23.086,8,143,51.412,27.605,14,114,0,50,35.843,6.610,23,48,90,50,43.459,20.444,5,114,47.941,23.278,14,96,0,50,34.843,5.619,23,44,90,50,41.423,17.907,5,100
15,53.745,37.486,14,159,0,50,33.882,6.317,25,46,90,50,43.511,24.784,7,153,51.588,34.059,14,150,0,50,33.725,5.759,23,46,90,50,42.399,22.999,8,141,51.333,27.063,14,112,0,50,36.235,5.972,25,46,90,50,43.756,20.247,5,110,47.725,23.768,14,96,0,50,35.431,6.139,23,48,90,50,41.501,18.121,5,100
16,53.216,33.792,14,145,0,50,34.824,6.012,25,46,90,50,43.663,23.449,7,139,51.275,31.651,14,136,0,50,34.216,5.767,25,46,90,50,42.409,22.238,8,130,51.471,26.285,14,105,0,50,36.667,6.098,25,48,90,50,44.283,20.147,5,110,47.627,23.699,14,96,0,50,34.510,5.760,23,46,90,50,41.045,17.971,5,100
17,52.255,30.318,16,125,0,50,36.137,5.824,25,48,90,50,43.837,22.100,7,125,50.255,29.309,14,123,0,50,34.353,6.072,25,48,90,50,42.477,21.288,8,119,51.902,26.039,16,105,0,50,37.216,6.682,25,50,90,50,44.682,20.010,5,110,47.745,24.056,14,100,0,50,34.216,5.478,23,44,90,50,41.222,18.011,5,100
18,52.490,29.258,14,118,0,50,36.961,6.270,25,50,90,50,44.826,21.743,7,119,50.471,28.331,14,114,0,50,35.392,6.034,25,46,90,50,43.070,21.014,8,116,52.667,26.081,16,105,0,50,38.314,6.804,25,50,90,50,45.444,20.111,7,110,47.373,23.263,14,94,0,50,34.529,5.961,21,46,90,50,40.932,17.855,5,98
19,52.922,28.936,16,116,0,50,37.118,7.182,25,50,90,50,45.378,21.477,7,116,51.196,28.424,16,112,0,50,35.882,5.928,25,46,90,50,43.535,20.994,8,114,53.157,26.497,16,109,0,50,39.000,6.203,26,50,90,50,45.835,20.313,7,110,47.059,23.834,14,100,0,50,34.863,5.953,23,46,90,50,40.839,17.867,5,98
20,53.529,27.730,16,112,0,50,38.235,6.976,25,53,90,50,46.145,21.148,7,116,51.902,27.816,16,114,0,50,36.392,6.561,25,48,90,50,44.021,20.657,8,114,53.451,26.555,16,107,0,50,39.000,6.387,26,50,90,50,46.211,20.578,7,110,46.588,23.226,14,96,0,50,33.824,5.233,23,44,90,50,40.655,17.784,5,96
21,54.412,27.567,16,112,0,50,38.961,7.011,26,53,90,50,46.799,21.208,7,110,51.627,27.395,14,109,0,50,36.784,6.754,25,48,90,50,44.275,20.431,7,112,53.451,26.291,16,105,0,50,39.216,6.851,25,50,90,50,46.311,20.751,7,109,46.725,23.530,14,94,0,50,33.824,6.101,23,48,90,50,40.119,17.939,5,100
