LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(frame),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID50303,50303,3,0.8258166909217834,0.5894745332808861,2.004404767707582,0.0,0.0,0,0.37096926752434495,1,,242.88766114180478,255.0,0.0,255.0,131888.0,53.67811244092743,0.7589279702709789,3.90472737189696,0.0045894067226660415,-0.0034242563049322475,0.4777843648867216,0.2963595119631291,1.4699279750420526,1.6121782686231583,0.43234031810148965,2.7404741438103106,0.7234094604820703,0.9440137812230835,4.167857289736991
ID50307,50307,3,0.8477987051010132,0.6008838132464316,1.9816877286959438,0.0,1.0,1,0.37232070831163444,1,,242.16152450090743,255.0,0.0,255.0,133431.0,54.1549733184878,0.7851050207082721,3.9333335333070285,0.005383428702565985,-0.0022095249117665065,0.4736477494398178,0.30038889063957586,1.446313312317565,1.5767818457977796,0.4354960868467561,2.7586297571006333,0.7191298033032824,0.9379779099405269,4.180240687870489
ID50310,50310,3,0.8496201038360596,0.6089262936662511,1.9916192307915934,0.0,2.0,2,0.3753436594848317,1,,241.79857397504458,255.0,0.0,255.0,135649.0,55.7626385235273,0.7709161705269996,3.7752834797455486,0.006591907626952718,-0.0034494832921986886,0.49086289318759174,0.29565415796125627,1.4601106655591365,1.6602604088927322,0.44259656652360524,2.768288830083817,0.7257634680529631,0.9311203319502074,4.161092595325992
ID50315,50315,3,0.8480652570724487,0.6158569778767268,1.9619539608371874,0.0,3.0,3,0.37198330841604316,1,,236.65454545454546,255.0,0.0,255.0,130160.0,62.685155446590386,0.7785384080177241,3.3051938295328775,0.0036800918417883265,-0.0015615772855968899,0.47619524959284504,0.2967318365523925,1.4709633135481606,1.604799994249237,0.43470714466043936,2.7061039238365696,0.7459637098580103,0.9299578059071729,4.104366005903443
ID50319,50319,3,0.8594845533370972,0.6153297981675323,1.9504228115751407,0.0,4.0,4,0.3731628733964663,1,,233.61261261261262,255.0,0.0,255.0,129655.0,70.45324782750413,0.8010085911431202,2.9494881331587237,0.002060306959047821,-0.003924271947681873,0.46696897241065033,0.30338919854713364,1.4359095812287976,1.5391746794113483,0.43746844231254733,2.6222727142100366,0.7994676258433543,0.9585133967156436,3.9646466892941845
ID50324,50324,3,0.828367292881012,0.6231782788980689,1.9910400741919163,0.0,5.0,5,0.3741709694432523,1,,233.87253141831238,255.0,0.0,255.0,130267.0,69.17566978990864,0.7782171524871345,2.959183133131693,0.0013753527322272916,-0.005089541211298748,0.48506564408123853,0.29640494856407784,1.4025908965307377,1.6364964432311946,0.4398352688714972,2.7292146064657246,0.7420352576732874,0.956260720411664,4.115216245999758
ID50329,50329,3,0.8344130516052246,0.6520058318354303,1.9997958118332622,0.0,6.0,6,0.3765126970725256,1,,242.4633273703041,255.0,0.0,255.0,135537.0,52.136693065624165,0.7854532990040263,4.09170625732135,0.0066551926657843095,-1.6112703792690918E-4,0.4842320486559233,0.30165817608650447,1.425697932164567,1.6052342918000782,0.4453578641757133,2.7511339616807478,0.7394273552223222,0.92616899097621,4.122466881444281
