LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(frame),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID35537,35537,0,0.8437440395355225,0.22887992459269776,1.573032954956645,0.0,0.0,0,0.36028968451971355,1,,159.44052863436124,161.0,0.0,254.0,72386.0,58.41395049200117,0.6487250034483741,2.1479519201110473,0.00753551391778236,0.017768624125734916,0.4972323222839551,0.26293100854563667,1.4549166811062269,1.891113281139113,0.40780592248512126,2.642917454450216,0.7336622855284538,0.962526766595289,4.13863222302657
ID35546,35546,0,0.834575891494751,0.23665781475522077,1.5395458053713222,0.0,1.0,1,0.3646714779896497,1,,162.3891304347826,161.0,36.0,250.0,74699.0,53.79391291568533,0.6588561576272414,2.3979255564178565,0.006758956019249972,0.012418439764837093,0.4898253814345424,0.2734159852875747,1.4464050593933078,1.7915023546240416,0.4177856002322544,2.62993624195905,0.7590543811230818,0.9664218258132214,4.068820082359556
ID35554,35554,0,0.822997510433197,0.2121059691482226,1.5537704136465367,0.0,2.0,2,0.37884815303722724,1,,166.62271805273835,165.0,22.0,254.0,82145.0,48.721371113365436,0.6428033509617354,2.6763152002992663,0.0028149733244046526,0.011883887659232026,0.48568867757678413,0.2983095811303205,1.44552248420527,1.6281363667116162,0.4508999854841051,2.6332541800788767,0.8171551475330685,0.9726027397260273,3.9215040836904995
ID35562,35562,0,0.8422904014587402,0.24848677004669403,1.5275744124824662,0.0,3.0,3,0.38844552922184644,1,,161.88824662813101,165.0,14.0,250.0,84020.0,53.02045788425116,0.6448744807204565,2.3941109300933934,0.0032397107370784983,0.00768252894082424,0.4885806779082675,0.31211874868614425,1.4460991957165106,1.5653679247559946,0.4740346929888229,2.659897075011627,0.8419578057618,0.9867799811142591,3.8633118677847955
ID35572,35572,0,0.8287023305892944,0.24901492763506863,1.5251098734560886,0.0,4.0,4,0.3912234825815558,1,,163.32,165.0,0.0,230.0,85743.0,47.824868167797206,0.6509620532749668,2.692986441997385,0.0031103941416187096,0.008672020471284151,0.49542794684923974,0.31214012987353834,1.4634374864998616,1.5871972214849763,0.48083901872550444,2.6617458759541845,0.8528573301840763,0.9915809167446211,3.8385459056678513
ID35580,35580,0,0.8481406569480896,0.2620370576576176,1.5420461884506595,0.0,5.0,5,0.39526249937362107,1,,161.85988483685222,163.0,33.0,232.0,84329.0,48.886303957264886,0.6434379957296932,2.5925992937859563,0.0027272040419622934,0.0067006035078129005,0.48160334135383187,0.32724206026625313,1.4197135854753502,1.4717036708606044,0.4908186964726376,2.6606225603135814,0.871293397693373,0.9890310786106032,3.797718064981867
ID35589,35589,0,0.8542628288269043,0.27352850315288296,1.5316651220265673,0.0,6.0,6,0.39944144223608374,1,,159.76029962546818,157.0,19.0,232.0,85312.0,48.16745568095585,0.6314138006415788,2.567409203316795,0.0024845793566721083,0.005516683976777408,0.4758625712491785,0.33784025418624286,1.4449508231818717,1.4085431364459233,0.5012519959355494,2.651274707531719,0.8961000909537618,0.991031390134529,3.7447831270069805
