LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(mm),(mm),(mm),(sec),,(mm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(mm),(mm),(mm),(mm),(radians),,(mm^2),(mm),,,
ID7870,7870,1,0.8618727922439575,0.20352407633552885,0.4637910088841669,0.0,0.0,0,0.1759863222832044,1,,228.59362549800798,255.0,0.0,255.0,57377.0,74.7610740907532,0.6587271511850916,2.4285619698250613,-0.004043473451220575,0.0036051844935249037,0.25018184671241095,0.12641105363427282,2.8411746446436528,1.9791136891891323,0.09729884925058617,1.312055140772325,0.710253518023219,0.9512670565302145,4.2062805441936195
ID7875,7875,1,0.8692225217819214,0.19675457014392825,0.47496581200700244,0.0,1.0,1,0.1738090880790293,1,,229.1394422310757,255.0,0.0,255.0,57514.0,74.35541996443666,0.6749702690507129,2.483674950904246,-0.0033357443777525275,0.002624395351756101,0.24412960586815768,0.12652882713209945,2.870008475222672,1.9294386220246862,0.09490625459688323,1.2646432660832072,0.7457076990014205,0.9674796747967477,4.1050704857477776
ID7880,7880,1,0.87451171875,0.20407331808477114,0.47056400533912357,0.0,2.0,2,0.17453785055444318,1,,227.1984126984127,255.0,0.0,255.0,57254.0,75.05838575649473,0.6781055499043119,2.4463246625248303,-0.003230454856955217,0.002927934080670449,0.2459186460982671,0.12581485467116485,2.9041897921777657,1.9546074010180334,0.09570378614811755,1.270008315833812,0.7456342590574588,0.9619238476953907,4.1052726416437775
ID7884,7884,1,0.8805471658706665,0.21410191107214346,0.47884715880173634,0.0,3.0,3,0.17544454678841365,1,,234.66141732283464,255.0,0.0,255.0,59604.0,65.81519466936676,0.6896866038496523,2.9106577676048504,-0.0016596478171069743,0.0032654416650744894,0.25310828018660375,0.1240998991032539,2.8996610163707084,2.0395526669688264,0.09670070058716046,1.295960299381873,0.7235292442802341,0.9680638722554892,4.167512270897045
ID7890,7890,1,0.8685658574104309,0.1998194868075529,0.47365727698850074,0.0,4.0,4,0.1721580936230872,1,,230.49180327868854,255.0,0.0,255.0,56240.0,72.63639032900083,0.6785780673227714,2.5656032781772438,-0.004452866645243203,0.0019523689280363697,0.24526839144953216,0.1237601199349315,2.8724043846385694,1.981804733047166,0.09311180860660602,1.26108585542308,0.7357416082801427,0.9609053497942387,4.132779868873381
ID7895,7895,1,0.873683750629425,0.2111974211190649,0.47642402853309823,0.0,5.0,5,0.1743559455018377,1,,231.66533864541833,255.0,0.0,255.0,58148.0,70.17902502731711,0.6814375932119912,2.6756485107642165,-0.0036205000413125185,0.003658698904532721,0.25289022356669066,0.12327041669790227,2.8874941423113585,2.0515078178606836,0.09550440326030896,1.3090780338122525,0.7003291255669202,0.9485148514851486,4.235979384598996
ID7899,7899,1,0.8815579414367676,0.1964448594185568,0.47162043183280267,0.0,6.0,6,0.17598632228320438,1,,226.81640625,255.0,0.0,255.0,58065.0,78.43469548146156,0.6678229564780647,2.315835155978203,-0.0023677229638060905,0.003531503453872593,0.24019017692163439,0.129676046522977,2.902486659000668,1.8522324157921919,0.09729884925058613,1.2618105268438222,0.767943511719486,0.9740518962075845,4.0452027545105
