 ,Mean(linea_horizontal_1),StdDev(linea_horizontal_1),Min(linea_horizontal_1),Max(linea_horizontal_1),Angle(linea_horizontal_1),Length(linea_horizontal_1),Mean(linea_vertical_1),StdDev(linea_vertical_1),Min(linea_vertical_1),Max(linea_vertical_1),Angle(linea_vertical_1),Length(linea_vertical_1),Mean(ovalo_1),StdDev(ovalo_1),Min(ovalo_1),Max(ovalo_1),Mean(linea_horizontal_2),StdDev(linea_horizontal_2),Min(linea_horizontal_2),Max(linea_horizontal_2),Angle(linea_horizontal_2),Length(linea_horizontal_2),Mean(linea_vertical_2),StdDev(linea_vertical_2),Min(linea_vertical_2),Max(linea_vertical_2),Angle(linea_vertical_2),Length(linea_vertical_2),Mean(ovalo_2),StdDev(ovalo_2),Min(ovalo_2),Max(ovalo_2),Mean(linea_horizontal_3),StdDev(linea_horizontal_3),Min(linea_horizontal_3),Max(linea_horizontal_3),Angle(linea_horizontal_3),Length(linea_horizontal_3),Mean(linea_vertical_3),StdDev(linea_vertical_3),Min(linea_vertical_3),Max(linea_vertical_3),Angle(linea_vertical_3),Length(linea_vertical_3),Mean(ovalo_3),StdDev(ovalo_3),Min(ovalo_3),Max(ovalo_3),Mean(linea_horizontal_4),StdDev(linea_horizontal_4),Min(linea_horizontal_4),Max(linea_horizontal_4),Angle(linea_horizontal_4),Length(linea_horizontal_4),Mean(linea_vertical_4),StdDev(linea_vertical_4),Min(linea_vertical_4),Max(linea_vertical_4),Angle(linea_vertical_4),Length(linea_vertical_4),Mean(ovalo_4),StdDev(ovalo_4),Min(ovalo_4),Max(ovalo_4)
1,72.961,22.724,42,139,0,50,87.235,21.591,55,130,90,50,84.766,24.387,23,187,71.000,23.551,41,137,0,50,84.373,20.563,51,132,90,50,81.950,23.269,17,184,60.059,17.515,35,98,0,50,69.451,19.039,48,119,90,50,70.126,23.028,14,191,60.196,17.787,37,105,0,50,72.588,22.509,46,137,90,50,72.618,25.145,10,196
2,72.667,22.991,42,136,0,50,86.784,21.547,55,134,90,50,84.348,24.500,23,186,70.353,23.094,41,137,0,50,84.373,20.381,55,132,90,50,81.478,23.388,21,191,60.373,17.561,35,96,0,50,69.471,18.146,48,116,90,50,69.591,21.811,14,186,59.588,18.207,35,105,0,50,71.784,23.281,44,137,90,50,72.237,25.280,10,195
3,72.137,22.193,42,137,0,50,87.373,21.503,55,134,90,50,83.983,24.471,23,187,69.235,23.053,41,137,0,50,83.059,20.368,51,134,90,50,80.952,23.432,21,187,59.863,17.718,35,98,0,50,69.824,16.513,50,114,90,50,69.341,19.927,12,171,59.588,17.669,37,105,0,50,71.098,22.636,44,134,90,50,71.743,25.306,10,196
4,71.667,22.143,42,137,0,50,86.392,21.518,55,136,90,50,83.427,24.345,21,187,69.451,22.712,41,137,0,50,82.922,20.587,51,134,90,50,80.715,23.393,21,184,62.549,18.513,35,107,0,50,71.216,15.698,48,110,90,50,71.107,19.098,12,157,58.412,17.368,35,103,0,50,69.902,22.068,44,134,90,50,70.840,24.994,12,195
5,70.529,22.205,41,136,0,50,84.627,21.241,53,134,90,50,82.554,24.290,23,189,68.922,22.195,41,132,0,50,82.353,20.679,50,134,90,50,80.359,23.539,21,182,65.725,21.124,37,121,0,50,75.000,16.276,51,114,90,50,74.256,19.733,10,153,58.529,17.106,35,102,0,50,69.745,22.223,42,134,90,50,70.532,24.967,12,193
6,69.431,21.498,42,134,0,50,84.294,21.893,53,136,90,50,82.047,24.288,23,189,68.765,22.233,41,132,0,50,81.804,20.276,51,132,90,50,79.785,23.440,23,184,67.765,21.935,39,128,0,50,78.745,18.059,53,121,90,50,77.412,20.341,10,152,58.353,17.143,35,103,0,50,69.667,22.341,44,136,90,50,70.032,25.271,10,195
7,69.314,21.589,41,130,0,50,83.078,21.131,50,134,90,50,81.526,24.131,23,191,68.451,22.186,41,132,0,50,80.863,20.415,51,130,90,50,79.343,23.449,21,184,70.333,22.770,37,127,0,50,81.275,18.397,57,123,90,50,79.875,21.153,10,157,57.843,17.934,35,105,0,50,69.431,22.941,42,137,90,50,69.404,25.265,10,193
8,68.333,21.136,42,127,0,50,82.627,20.969,50,132,90,50,80.929,24.058,23,191,67.745,22.274,41,128,0,50,80.745,20.809,50,132,90,50,78.850,23.598,23,184,72.490,23.573,37,130,0,50,83.039,18.461,55,125,90,50,81.970,21.570,10,164,57.412,18.133,35,103,0,50,68.353,22.202,41,137,90,50,69.153,25.198,10,191
9,67.765,20.985,42,127,0,50,81.529,21.358,50,132,90,50,80.252,24.252,23,198,67.118,22.023,39,128,0,50,79.510,20.481,48,130,90,50,78.249,23.712,21,186,75.039,24.773,37,137,0,50,84.941,19.547,55,128,90,50,84.143,22.232,10,164,56.745,17.703,35,103,0,50,68.039,21.820,42,137,90,50,68.736,25.041,10,191
10,67.627,21.209,42,128,0,50,81.216,21.072,50,130,90,50,79.782,24.221,25,195,67.137,21.364,39,127,0,50,78.647,21.081,50,134,90,50,77.764,23.772,21,189,75.824,24.772,39,141,0,50,86.529,20.183,57,130,90,50,85.635,22.650,14,170,56.922,17.955,34,102,0,50,67.490,22.681,41,141,90,50,68.459,25.188,10,193
11,67.294,21.484,39,127,0,50,80.549,20.940,50,130,90,50,79.052,24.189,25,195,66.569,21.363,39,128,0,50,78.529,21.005,48,134,90,50,77.362,23.760,21,187,76.471,24.540,39,137,0,50,89.098,20.966,57,136,90,50,87.004,23.174,12,173,57.490,17.480,34,102,0,50,67.431,22.136,41,141,90,50,68.258,25.111,10,193
12,66.353,21.080,39,125,0,50,79.373,21.320,50,132,90,50,78.177,24.172,25,193,65.627,21.317,39,130,0,50,77.216,19.977,50,132,90,50,76.350,23.379,21,187,77.000,24.885,41,139,0,50,90.176,20.760,57,136,90,50,87.829,23.308,14,175,57.078,17.010,35,98,0,50,67.490,22.202,44,141,90,50,67.930,24.813,12,195
13,66.196,21.478,39,127,0,50,78.451,21.003,50,132,90,50,77.886,24.403,25,193,64.882,20.969,39,128,0,50,76.431,20.515,48,134,90,50,75.506,23.149,21,184,77.196,24.727,41,137,0,50,90.843,20.731,59,136,90,50,88.272,23.526,14,180,56.549,16.334,34,94,0,50,66.608,21.806,44,136,90,50,67.729,23.685,12,191
14,65.176,21.506,37,125,0,50,77.667,20.993,48,132,90,50,77.141,24.400,21,193,64.235,20.895,39,130,0,50,75.765,20.284,48,132,90,50,74.892,23.467,21,186,77.549,25.561,41,141,0,50,90.941,20.950,57,134,90,50,88.375,23.656,12,180,56.412,16.114,35,93,0,50,67.980,21.225,44,132,90,50,67.944,23.113,10,182
15,64.804,21.702,37,125,0,50,77.314,21.747,48,134,90,50,76.533,24.561,21,196,63.863,21.105,37,130,0,50,75.569,20.158,46,132,90,50,74.313,23.343,19,184,77.451,25.588,41,143,0,50,90.843,20.521,57,134,90,50,88.127,23.592,12,180,57.039,15.467,34,91,0,50,68.647,22.466,44,130,90,50,68.513,23.113,10,184
16,64.020,21.358,37,127,0,50,77.000,21.657,50,136,90,50,75.615,24.437,21,196,63.412,20.812,37,130,0,50,74.667,20.268,46,132,90,50,73.715,23.440,23,187,77.412,24.344,41,137,0,50,90.098,20.768,55,136,90,50,87.624,23.549,16,179,57.863,14.965,34,93,0,50,70.275,22.091,44,128,90,50,69.101,22.986,12,175
17,63.980,21.606,39,127,0,50,75.922,21.816,48,137,90,50,75.066,24.623,21,195,63.176,20.049,37,125,0,50,73.608,20.428,46,132,90,50,73.018,23.175,21,189,77.059,24.782,41,141,0,50,90.157,20.741,55,136,90,50,87.464,23.631,16,180,57.588,15.211,35,93,0,50,69.706,22.146,46,127,90,50,68.920,22.377,12,171
18,63.627,21.272,39,125,0,50,75.020,22.257,48,137,90,50,74.407,24.765,21,196,61.980,20.145,37,125,0,50,72.941,20.774,46,132,90,50,72.377,23.321,19,187,75.725,23.860,41,137,0,50,89.373,20.602,55,137,90,50,86.931,23.693,16,180,57.804,15.550,35,91,0,50,68.824,20.884,44,123,90,50,68.332,21.488,8,166
19,62.647,21.379,37,123,0,50,73.510,21.917,48,136,90,50,73.623,24.882,21,200,61.784,20.141,39,123,0,50,72.020,21.289,44,132,90,50,71.853,23.532,21,186,75.039,23.319,42,134,0,50,89.137,20.315,55,137,90,50,86.696,23.728,14,177,58.549,15.673,35,94,0,50,69.412,19.314,46,121,90,50,68.526,20.528,8,162
20,62.392,21.065,39,121,0,50,72.765,22.208,46,136,90,50,72.941,24.839,21,198,61.059,19.922,37,123,0,50,71.000,21.241,44,132,90,50,71.312,23.497,19,184,75.000,23.026,41,134,0,50,88.824,20.054,55,136,90,50,86.562,23.928,14,179,61.039,17.360,35,100,0,50,70.922,18.975,48,118,90,50,70.358,20.168,8,159
21,61.980,20.290,37,116,0,50,72.882,22.600,46,137,90,50,72.449,25.059,21,200,60.039,20.082,37,121,0,50,70.392,21.353,44,132,90,50,70.717,23.654,21,187,74.196,23.120,41,134,0,50,87.824,20.456,55,134,90,50,86.043,24.116,14,182,62.412,19.559,34,107,0,50,73.373,18.548,50,119,90,50,72.672,20.047,8,153
22,61.333,20.303,37,114,0,50,72.255,22.845,44,137,90,50,71.795,25.185,21,200,59.569,20.117,34,119,0,50,70.333,21.726,41,134,90,50,70.367,23.772,19,186,73.882,22.444,41,130,0,50,87.804,20.428,55,134,90,50,85.733,24.120,12,184,64.255,19.900,35,109,0,50,75.863,18.633,50,123,90,50,74.882,20.332,8,157
23,60.451,19.962,37,110,0,50,71.863,22.904,44,139,90,50,71.249,25.218,23,198,59.569,19.719,35,116,0,50,69.843,21.334,41,132,90,50,70.008,23.692,19,191,73.255,22.443,42,132,0,50,87.627,19.891,57,132,90,50,85.400,24.216,12,186,66.373,20.882,35,112,0,50,77.961,18.518,51,121,90,50,77.038,20.573,8,157
24,60.412,19.430,37,110,0,50,71.333,22.663,46,139,90,50,71.132,25.278,21,200,59.216,19.105,37,112,0,50,69.137,21.533,41,132,90,50,69.658,23.686,17,187,72.412,21.983,42,130,0,50,87.706,20.368,57,132,90,50,85.024,24.381,12,191,68.176,21.813,37,112,0,50,80.314,18.708,51,125,90,50,78.872,20.913,10,159
25,59.608,19.429,37,107,0,50,71.098,23.146,46,141,90,50,70.618,25.370,23,200,59.392,19.495,37,116,0,50,68.941,21.974,41,136,90,50,69.285,23.939,17,186,72.118,21.572,42,132,0,50,87.098,20.784,57,134,90,50,84.724,24.456,14,191,69.725,23.006,35,119,0,50,81.098,19.387,51,125,90,50,80.569,21.364,12,161
26,58.569,17.969,37,103,0,50,70.980,22.798,46,143,90,50,70.048,25.355,21,200,58.529,19.585,37,112,0,50,68.451,21.639,41,134,90,50,68.949,23.800,19,186,71.529,21.205,42,132,0,50,85.804,20.559,55,132,90,50,84.347,24.489,12,193,71.118,23.112,37,121,0,50,83.608,20.197,51,127,90,50,82.149,21.679,10,161
27,57.882,17.488,37,103,0,50,70.392,23.066,46,143,90,50,69.719,25.220,21,200,59.000,19.711,35,114,0,50,67.961,20.743,41,132,90,50,68.615,23.407,17,189,71.098,21.189,41,130,0,50,85.686,20.942,55,132,90,50,84.162,24.795,16,195,71.922,23.518,37,123,0,50,84.824,20.115,51,125,90,50,83.179,21.896,10,162
28,57.765,17.530,35,103,0,50,69.980,22.932,44,139,90,50,69.337,25.058,19,200,57.902,18.817,35,109,0,50,67.804,20.670,41,128,90,50,68.259,23.281,21,184,71.235,21.194,42,130,0,50,84.941,20.867,55,132,90,50,84.028,24.889,12,196,73.020,24.342,39,128,0,50,85.843,20.114,53,127,90,50,83.807,22.288,12,162
29,57.765,17.874,35,100,0,50,70.392,22.570,44,139,90,50,69.086,24.659,21,198,58.392,18.062,35,103,0,50,67.471,19.682,44,123,90,50,68.055,22.838,19,186,70.510,20.906,42,127,0,50,84.843,20.701,53,132,90,50,83.535,24.872,12,196,73.451,24.087,39,125,0,50,86.608,20.245,53,130,90,50,84.366,22.408,10,162
30,58.255,16.831,35,100,0,50,70.157,22.125,44,137,90,50,68.852,23.691,21,193,58.098,18.331,34,103,0,50,66.725,18.647,44,119,90,50,67.321,22.311,17,182,70.137,20.683,42,127,0,50,84.157,21.024,53,134,90,50,83.050,24.913,14,196,73.529,23.982,39,127,0,50,86.843,20.495,53,130,90,50,84.721,22.451,10,162
31,58.784,16.231,37,100,0,50,70.451,20.317,46,127,90,50,68.756,22.406,17,186,57.922,18.332,34,100,0,50,67.529,16.951,48,110,90,50,66.674,21.014,14,173,69.235,21.338,42,128,0,50,83.392,20.111,53,134,90,50,82.937,24.931,10,196,72.902,23.466,39,127,0,50,89.078,21.211,55,132,90,50,84.826,22.690,12,166
32,58.824,16.149,37,100,0,50,69.275,19.795,46,125,90,50,68.541,21.903,19,180,58.059,18.348,34,100,0,50,66.922,15.887,46,109,90,50,65.946,19.358,12,161,69.235,21.304,42,127,0,50,82.431,20.720,53,136,90,50,82.327,25.070,12,195,72.843,22.876,39,125,0,50,88.039,20.558,57,132,90,50,84.813,22.588,16,164
33,59.118,15.655,37,100,0,50,69.039,19.024,48,121,90,50,68.475,21.187,17,173,58.588,18.797,30,103,0,50,67.196,15.216,46,105,90,50,66.699,18.186,14,148,68.765,20.292,44,123,0,50,82.922,21.476,51,139,90,50,81.887,25.087,14,196,72.902,22.781,39,127,0,50,87.471,20.488,57,132,90,50,84.759,22.727,12,166
34,59.294,15.821,37,100,0,50,70.490,18.470,48,121,90,50,68.899,20.667,19,171,62.667,21.510,34,121,0,50,70.392,14.913,48,109,90,50,69.617,18.364,14,143,68.333,20.454,42,121,0,50,82.157,20.954,53,134,90,50,81.396,25.176,14,198,72.373,22.565,39,123,0,50,87.196,21.240,55,136,90,50,84.508,22.951,10,170
35,62.667,17.725,39,109,0,50,74.118,18.245,48,121,90,50,71.662,19.969,19,166,65.529,23.185,35,130,0,50,74.804,16.327,51,116,90,50,73.108,19.382,17,145,67.824,20.611,41,125,0,50,82.412,21.275,53,137,90,50,81.089,25.443,14,195,71.922,22.383,39,123,0,50,87.078,21.043,53,136,90,50,84.271,23.059,12,171
36,66.745,21.729,39,125,0,50,78.020,18.608,50,121,90,50,75.341,20.502,21,162,67.353,23.272,35,136,0,50,78.216,17.193,51,119,90,50,75.645,19.867,16,146,66.863,20.708,41,123,0,50,80.902,21.386,51,134,90,50,80.365,25.549,14,196,71.588,21.719,39,123,0,50,86.412,20.836,55,136,90,50,83.815,23.194,14,173
37,69.176,22.629,39,128,0,50,81.843,19.609,53,125,90,50,78.703,21.275,23,161,70.235,23.978,39,134,0,50,79.471,18.010,51,121,90,50,78.104,20.545,17,148,65.784,20.929,42,121,0,50,79.725,21.816,50,136,90,50,79.489,25.590,14,202,70.804,20.919,41,121,0,50,85.902,21.270,53,136,90,50,83.653,23.256,16,177
38,72.020,23.644,39,134,0,50,83.863,20.168,53,125,90,50,81.047,21.900,21,162,73.000,25.501,39,141,0,50,81.784,18.575,53,125,90,50,80.077,21.150,17,150,65.882,20.416,41,118,0,50,79.588,21.728,50,136,90,50,79.014,25.676,16,204,70.176,20.670,39,121,0,50,85.765,21.161,55,136,90,50,83.266,23.453,16,180
39,73.725,24.358,41,137,0,50,86.157,21.453,51,127,90,50,83.098,22.329,21,162,73.667,26.630,37,148,0,50,83.667,18.954,51,127,90,50,81.875,21.877,19,155,65.804,19.822,42,119,0,50,78.941,21.725,50,137,90,50,78.458,25.647,14,200,70.098,20.321,39,121,0,50,86.431,21.109,55,137,90,50,83.425,23.894,17,187
40,75.745,25.304,41,146,0,50,88.157,21.937,53,132,90,50,85.185,22.903,21,161,76.098,26.363,37,148,0,50,85.745,19.492,53,125,90,50,83.780,22.245,19,162,65.706,19.919,41,119,0,50,77.549,21.696,48,136,90,50,77.895,25.617,14,196,69.529,21.226,39,119,0,50,85.471,21.678,53,136,90,50,83.181,24.124,14,186
41,77.039,25.895,42,150,0,50,89.745,21.998,53,136,90,50,86.870,23.576,19,168,76.686,26.621,37,150,0,50,87.039,19.871,53,128,90,50,84.898,22.505,19,164,65.216,19.944,41,125,0,50,77.392,22.759,48,139,90,50,77.450,25.620,14,200,69.314,20.449,39,121,0,50,84.627,21.606,53,136,90,50,82.836,24.143,14,186
42,77.725,26.571,42,152,0,50,90.118,21.876,53,139,90,50,87.318,23.549,21,170,77.255,26.358,39,150,0,50,87.863,20.024,55,128,90,50,85.396,22.789,19,170,64.549,19.772,41,125,0,50,76.667,22.708,46,136,90,50,76.734,25.672,12,198,68.843,20.339,39,121,0,50,84.667,21.552,53,136,90,50,82.500,24.146,12,186
43,77.922,26.049,42,152,0,50,90.863,22.023,53,139,90,50,87.761,23.677,21,170,76.588,26.493,39,146,0,50,88.706,20.713,53,132,90,50,85.819,22.965,17,168,63.608,20.010,41,121,0,50,76.314,23.314,46,137,90,50,76.164,25.895,14,200,68.588,19.456,39,119,0,50,84.490,21.444,53,136,90,50,82.340,24.319,12,191
44,77.784,25.745,42,150,0,50,91.588,22.142,57,141,90,50,87.863,23.706,21,173,77.000,26.323,39,148,0,50,89.157,20.464,55,136,90,50,85.997,22.978,17,168,62.765,19.314,41,118,0,50,75.451,23.087,46,137,90,50,75.553,25.811,14,202,68.314,19.726,39,123,0,50,84.176,21.772,51,137,90,50,82.047,24.526,14,191
45,77.745,25.975,41,152,0,50,91.098,21.959,57,143,90,50,87.327,23.670,21,173,76.608,26.183,39,150,0,50,89.137,19.916,57,132,90,50,85.722,22.919,17,170,62.392,19.480,39,118,0,50,74.882,23.214,46,137,90,50,74.947,25.936,12,200,67.902,19.691,41,121,0,50,83.196,22.074,51,141,90,50,81.520,24.510,14,193
46,76.706,25.815,41,146,0,50,91.118,21.791,57,141,90,50,87.264,23.637,21,173,76.627,26.780,37,150,0,50,88.333,20.231,55,128,90,50,85.512,22.893,17,168,62.373,20.189,39,118,0,50,74.255,23.467,46,139,90,50,74.157,26.071,14,200,67.078,19.344,41,118,0,50,82.824,22.116,51,141,90,50,81.129,24.440,14,189
47,75.863,25.056,42,145,0,50,90.784,21.735,57,139,90,50,86.932,23.800,21,168,75.392,26.497,37,148,0,50,87.157,19.626,53,128,90,50,84.295,22.649,19,168,62.137,19.910,39,116,0,50,74.353,24.134,46,145,90,50,73.807,26.133,12,202,66.451,19.031,41,118,0,50,82.020,21.827,51,136,90,50,80.578,24.482,12,189
48,75.882,25.105,42,146,0,50,90.314,21.534,59,136,90,50,86.672,23.881,21,170,74.667,25.945,39,146,0,50,86.510,19.045,55,128,90,50,83.854,22.615,16,170,61.529,19.804,37,112,0,50,73.451,23.756,48,139,90,50,73.465,26.272,12,200,66.706,19.172,39,118,0,50,81.314,21.117,50,136,90,50,80.260,24.630,12,191
49,75.608,24.663,42,145,0,50,90.588,21.760,57,136,90,50,86.633,24.066,21,175,74.235,25.800,39,143,0,50,86.706,19.418,53,128,90,50,83.526,22.579,17,166,61.745,19.459,39,114,0,50,72.843,23.252,48,137,90,50,73.149,26.166,12,198,66.039,18.813,41,118,0,50,81.118,21.731,50,136,90,50,79.688,24.789,12,191
50,74.902,24.406,41,143,0,50,90.824,22.130,55,136,90,50,86.706,24.290,21,177,73.824,25.422,37,141,0,50,86.275,19.565,53,128,90,50,83.122,22.558,17,164,60.882,18.934,39,109,0,50,71.510,23.579,46,137,90,50,72.500,26.165,14,198,65.549,18.687,39,116,0,50,80.608,21.522,50,136,90,50,79.278,24.789,12,193
51,74.275,24.375,41,143,0,50,89.922,22.425,53,134,90,50,86.111,24.335,21,179,72.961,24.872,39,137,0,50,86.235,19.493,55,128,90,50,82.911,22.616,16,168,60.745,19.489,39,109,0,50,71.373,23.248,46,136,90,50,72.243,26.172,16,198,65.098,18.358,39,114,0,50,79.745,21.399,50,141,90,50,78.606,24.892,12,193
52,73.961,24.015,42,143,0,50,89.176,22.423,53,136,90,50,85.575,24.167,21,182,72.627,24.369,39,137,0,50,85.314,19.645,53,128,90,50,82.316,22.578,16,166,60.078,19.198,37,109,0,50,70.902,23.322,46,137,90,50,71.746,25.966,14,196,64.784,18.273,41,114,0,50,79.843,21.859,50,141,90,50,78.260,24.883,12,195
53,73.314,24.016,42,143,0,50,89.314,22.777,55,136,90,50,85.444,24.737,21,186,71.843,23.783,39,134,0,50,84.314,19.038,53,128,90,50,81.986,22.552,16,170,59.784,18.818,37,110,0,50,70.961,22.644,46,136,90,50,71.499,25.780,10,202,63.922,17.684,41,112,0,50,79.529,22.074,50,143,90,50,77.548,24.875,12,196
54,72.765,23.964,42,137,0,50,88.922,22.395,51,134,90,50,85.206,24.701,23,186,71.235,23.541,39,136,0,50,84.667,19.972,53,130,90,50,81.664,22.764,16,171,59.784,18.532,37,107,0,50,70.686,22.314,46,134,90,50,71.289,25.416,12,200,63.314,17.607,41,110,0,50,78.235,22.751,48,143,90,50,77.115,25.192,10,196
55,72.765,23.424,42,139,0,50,88.373,21.685,53,134,90,50,84.893,24.532,23,186,70.647,23.153,39,136,0,50,83.216,19.771,50,128,90,50,81.252,22.621,16,175,60.059,17.937,37,105,0,50,70.353,21.649,46,132,90,50,70.813,24.095,14,193,62.667,18.271,39,110,0,50,77.471,22.977,48,143,90,50,76.282,25.377,12,196
56,71.784,23.205,42,137,0,50,87.412,22.543,53,136,90,50,84.244,24.584,23,186,69.549,22.826,39,132,0,50,82.824,19.350,50,130,90,50,80.829,22.614,17,175,60.627,17.786,37,102,0,50,71.176,21.341,46,130,90,50,70.818,23.320,14,186,62.294,18.590,39,114,0,50,75.588,22.996,48,143,90,50,75.703,25.283,12,196
57,71.980,23.829,42,139,0,50,87.020,22.854,53,137,90,50,84.269,25.016,21,191,69.804,23.122,39,132,0,50,82.745,19.309,50,130,90,50,80.821,22.924,17,175,61.333,17.677,35,102,0,50,71.118,20.636,46,127,90,50,70.956,22.572,14,179,61.902,17.985,39,112,0,50,74.922,23.076,48,143,90,50,75.041,25.270,14,196
58,71.431,23.356,42,134,0,50,86.863,23.028,51,137,90,50,83.835,25.013,23,189,69.333,23.132,39,132,0,50,81.882,19.214,50,128,90,50,80.380,23.081,17,177,61.059,17.087,35,102,0,50,71.255,20.799,46,128,90,50,71.162,22.447,14,177,61.137,18.114,39,110,0,50,74.686,23.201,46,141,90,50,74.452,25.455,16,196
59,70.882,23.389,42,132,0,50,85.863,22.713,50,137,90,50,83.363,24.742,23,191,69.118,23.344,41,130,0,50,81.490,19.947,50,132,90,50,79.927,23.120,17,177,60.549,16.965,35,98,0,50,70.941,20.545,46,127,90,50,70.845,22.053,12,173,60.451,17.523,39,105,0,50,74.412,23.623,44,143,90,50,73.829,25.561,12,196
60,70.706,23.604,42,136,0,50,85.000,22.909,51,137,90,50,82.685,24.588,23,189,68.647,22.757,41,128,0,50,81.333,19.969,53,134,90,50,79.628,23.142,17,180,61.667,17.179,35,102,0,50,71.667,19.249,50,125,90,50,71.482,21.191,12,168,60.216,17.025,39,102,0,50,73.020,22.914,46,141,90,50,72.957,25.169,12,195
61,70.490,23.557,41,136,0,50,85.078,22.774,51,136,90,50,82.010,24.516,21,195,68.098,23.153,39,136,0,50,80.863,19.705,51,128,90,50,78.987,23.455,21,182,64.549,19.329,37,109,0,50,74.922,18.352,51,121,90,50,73.669,20.523,10,164,59.157,16.269,39,102,0,50,72.216,22.404,46,136,90,50,72.104,25.349,14,196
62,69.922,22.884,41,134,0,50,84.412,21.726,51,136,90,50,81.614,24.432,21,191,67.706,22.583,39,132,0,50,80.098,20.088,50,128,90,50,78.627,23.327,17,184,66.235,20.669,37,119,0,50,77.000,18.578,53,123,90,50,76.219,20.812,10,162,58.294,16.757,37,102,0,50,71.863,23.628,44,141,90,50,71.712,25.400,12,196
63,69.451,22.912,39,136,0,50,83.392,21.647,51,136,90,50,81.083,24.319,21,195,67.275,22.868,41,132,0,50,79.667,20.415,50,134,90,50,78.160,23.299,17,182,68.784,22.059,37,125,0,50,80.196,18.849,53,125,90,50,78.673,21.090,10,164,58.608,16.855,37,103,0,50,71.000,23.589,44,141,90,50,71.293,25.357,12,193
64,68.451,22.689,39,134,0,50,82.235,21.634,51,136,90,50,80.402,24.269,21,193,67.039,22.722,39,132,0,50,79.059,20.043,48,134,90,50,77.554,23.291,17,182,70.196,22.541,37,128,0,50,82.569,18.635,57,123,90,50,80.910,21.574,10,162,58.078,16.608,37,102,0,50,70.039,23.865,42,143,90,50,70.808,25.481,12,196
65,68.353,22.813,39,134,0,50,81.784,21.448,50,134,90,50,79.847,24.223,21,193,66.647,21.999,39,130,0,50,78.765,19.936,48,136,90,50,77.118,23.373,17,182,72.471,23.624,39,130,0,50,84.333,18.859,57,125,90,50,82.774,21.872,10,162,58.059,17.157,35,102,0,50,69.431,23.158,42,143,90,50,70.360,25.278,12,195
66,67.569,21.960,39,128,0,50,80.765,21.351,50,134,90,50,78.966,24.103,21,191,66.294,21.915,39,128,0,50,77.863,20.451,46,136,90,50,76.658,23.484,17,184,75.020,24.603,39,141,0,50,87.078,19.608,57,125,90,50,84.866,22.489,10,166,57.569,17.219,35,102,0,50,69.333,23.014,44,141,90,50,70.007,25.153,12,193
67,67.529,22.317,39,130,0,50,80.020,21.296,48,134,90,50,78.272,23.893,19,191,65.510,21.294,39,125,0,50,77.314,20.740,46,134,90,50,75.922,23.383,17,182,75.667,25.108,39,143,0,50,88.059,20.123,57,130,90,50,86.279,23.041,10,171,57.333,17.388,35,102,0,50,69.039,23.633,44,143,90,50,69.653,25.177,12,195
68,67.078,22.542,39,134,0,50,79.627,21.452,48,134,90,50,77.654,23.861,19,191,64.804,21.199,39,127,0,50,76.549,20.555,48,132,90,50,75.378,23.495,17,184,77.275,25.835,41,145,0,50,90.137,20.593,53,132,90,50,87.596,23.512,12,177,57.255,16.954,35,98,0,50,68.843,23.650,44,143,90,50,69.498,25.188,14,195
69,66.078,22.175,39,130,0,50,78.392,21.662,46,134,90,50,77.185,23.809,19,191,63.686,21.453,39,128,0,50,75.706,21.060,46,134,90,50,74.887,23.801,17,186,77.706,25.340,42,143,0,50,91.275,21.308,55,136,90,50,88.225,23.716,14,182,56.961,16.945,35,100,0,50,69.059,23.322,44,143,90,50,69.211,25.007,12,195
70,65.725,21.694,41,127,0,50,77.549,21.080,46,132,90,50,76.418,23.795,21,191,63.216,20.613,39,119,0,50,75.039,20.267,48,128,90,50,74.044,23.348,17,179,78.608,25.719,42,146,0,50,91.824,20.988,59,136,90,50,88.846,23.831,14,186,56.725,16.661,35,98,0,50,68.608,23.022,44,143,90,50,68.832,24.850,12,193
71,65.255,21.478,39,125,0,50,77.412,21.051,46,134,90,50,75.607,23.767,21,191,63.020,20.305,39,119,0,50,74.157,21.103,46,130,90,50,73.409,23.321,16,184,78.529,25.258,41,145,0,50,92.157,21.089,59,134,90,50,89.009,23.936,12,187,57.020,17.062,35,100,0,50,67.863,22.333,41,143,90,50,68.527,24.517,12,195
72,65.137,21.717,39,127,0,50,76.314,21.091,46,134,90,50,75.014,23.788,21,191,62.510,20.111,39,119,0,50,73.569,20.693,46,130,90,50,72.723,23.401,14,184,78.294,24.767,41,139,0,50,91.294,20.668,59,134,90,50,88.754,23.832,10,187,57.157,17.063,35,96,0,50,68.000,21.708,44,139,90,50,68.032,24.179,12,196
73,64.020,21.023,37,123,0,50,75.745,21.307,46,134,90,50,74.493,23.990,23,191,62.216,20.167,39,121,0,50,72.863,20.779,46,130,90,50,72.235,23.395,16,182,78.000,24.544,41,137,0,50,90.863,20.066,59,130,90,50,87.995,23.726,10,184,56.471,17.231,32,96,0,50,67.196,20.400,44,136,90,50,67.404,23.379,10,189
74,63.412,21.109,37,119,0,50,73.980,20.777,46,134,90,50,73.600,24.083,23,191,60.922,20.336,39,121,0,50,71.980,20.565,46,130,90,50,71.692,23.715,16,182,77.294,24.818,39,141,0,50,90.039,20.344,57,132,90,50,87.640,23.599,12,179,56.490,16.926,30,96,0,50,66.176,18.489,44,128,90,50,66.791,21.545,10,180
