 ,Area(linea_horizontal_1),Mean(linea_horizontal_1),StdDev(linea_horizontal_1),Angle(linea_horizontal_1),Median(linea_horizontal_1),Length(linea_horizontal_1),Area(linea_vertical_1),Mean(linea_vertical_1),StdDev(linea_vertical_1),Angle(linea_vertical_1),Median(linea_vertical_1),Length(linea_vertical_1),Area(ovalo_1),Mean(ovalo_1),StdDev(ovalo_1),Median(ovalo_1),Area(linea_horizontal_2),Mean(linea_horizontal_2),StdDev(linea_horizontal_2),Angle(linea_horizontal_2),Median(linea_horizontal_2),Length(linea_horizontal_2),Area(linea_vertical_2),Mean(linea_vertical_2),StdDev(linea_vertical_2),Angle(linea_vertical_2),Median(linea_vertical_2),Length(linea_vertical_2),Area(ovalo_2),Mean(ovalo_2),StdDev(ovalo_2),Median(ovalo_2),Area(linea_horizontal_3),Mean(linea_horizontal_3),StdDev(linea_horizontal_3),Angle(linea_horizontal_3),Median(linea_horizontal_3),Length(linea_horizontal_3),Area(linea_vertical_3),Mean(linea_vertical_3),StdDev(linea_vertical_3),Angle(linea_vertical_3),Median(linea_vertical_3),Length(linea_vertical_3),Area(ovalo_3),Mean(ovalo_3),StdDev(ovalo_3),Median(ovalo_3),Area(linea_horizontal_4),Mean(linea_horizontal_4),StdDev(linea_horizontal_4),Angle(linea_horizontal_4),Median(linea_horizontal_4),Length(linea_horizontal_4),Area(linea_vertical_4),Mean(linea_vertical_4),StdDev(linea_vertical_4),Angle(linea_vertical_4),Median(linea_vertical_4),Length(linea_vertical_4),Area(ovalo_4),Mean(ovalo_4),StdDev(ovalo_4),Median(ovalo_4)
1,51,24.314,13.431,0,21,50,51,20.451,6.975,90,23,50,1976,21.666,10.972,19,51,30.078,13.166,0,28,50,51,24.137,6.911,90,28,50,1976,25.401,11.407,23,51,22.020,11.313,0,17,50,51,17.235,6.330,90,17,50,1976,19.574,9.318,17,51,39.157,17.049,0,35,50,51,32.098,8.846,90,34,50,1976,33.675,15.126,30
2,51,25.275,13.501,0,21,50,51,21.039,6.155,90,21,50,1976,22.515,11.082,19,51,28.294,11.934,0,26,50,51,22.784,5.853,90,26,50,1976,24.495,10.852,23,51,21.765,10.654,0,19,50,51,17.804,6.219,90,19,50,1976,19.335,9.141,17,51,39.078,17.386,0,34,50,51,31.824,9.925,90,34,50,1976,33.418,15.090,30
3,51,25.294,14.255,0,21,50,51,20.373,6.490,90,21,50,1976,22.391,11.431,19,51,27.608,11.254,0,26,50,51,22.275,6.410,90,26,50,1976,23.646,10.430,21,51,21.725,9.689,0,19,50,51,18.255,6.639,90,19,50,1976,19.499,9.244,17,51,38.725,16.854,0,35,50,51,31.941,9.244,90,37,50,1976,32.908,14.744,30
4,51,24.922,13.538,0,21,50,51,21.157,6.169,90,21,50,1976,22.416,10.926,19,51,26.471,11.490,0,25,50,51,21.902,6.014,90,23,50,1976,23.116,9.976,21,51,21.980,9.238,0,19,50,51,19.020,6.698,90,19,50,1976,19.929,9.303,17,51,37.431,16.784,0,35,50,51,31.569,9.573,90,35,50,1976,32.247,14.459,28
5,51,23.529,13.534,0,21,50,51,20.549,7.069,90,21,50,1976,21.723,10.917,19,51,25.490,11.240,0,25,50,51,21.471,5.547,90,25,50,1976,22.243,9.689,19,51,22.176,10.043,0,17,50,51,18.725,6.726,90,19,50,1976,20.405,9.649,17,51,36.039,16.180,0,32,50,51,30.667,9.325,90,34,50,1976,31.228,14.047,28
6,51,23.843,13.128,0,21,50,51,20.451,7.004,90,19,50,1976,21.846,11.005,19,51,25.059,11.113,0,21,50,51,20.216,5.815,90,21,50,1976,21.450,9.209,19,51,23.824,10.999,0,21,50,51,20.000,6.794,90,21,50,1976,21.445,9.942,19,51,35.902,15.713,0,30,50,51,29.490,8.271,90,30,50,1976,30.586,13.500,26
7,51,23.039,12.345,0,19,50,51,18.980,7.226,90,19,50,1976,21.234,10.543,19,51,24.353,11.025,0,21,50,51,19.686,5.931,90,21,50,1976,21.070,9.196,19,51,26.314,12.367,0,25,50,51,21.137,7.473,90,25,50,1976,22.934,10.963,19,51,34.196,15.098,0,30,50,51,27.843,8.043,90,30,50,1976,29.439,12.864,26
8,51,23.529,11.712,0,19,50,51,19.569,7.529,90,19,50,1976,21.519,10.890,19,51,23.255,10.888,0,19,50,51,19.804,5.477,90,21,50,1976,20.820,8.901,19,51,28.588,12.976,0,25,50,51,22.431,7.535,90,25,50,1976,24.358,11.621,21,51,32.373,14.104,0,28,50,51,28.039,7.507,90,30,50,1976,28.688,12.402,26
9,51,23.216,11.353,0,19,50,51,20.098,7.253,90,19,50,1976,21.504,10.726,19,51,23.373,10.912,0,19,50,51,18.725,5.150,90,19,50,1976,20.411,8.860,19,51,30.216,14.033,0,28,50,51,23.980,8.289,90,28,50,1976,25.766,12.406,23,51,31.471,14.015,0,28,50,51,27.176,6.843,90,30,50,1976,27.714,12.013,26
10,51,22.510,11.044,0,21,50,51,19.745,7.876,90,19,50,1976,20.981,10.706,17,51,22.627,11.051,0,19,50,51,17.745,4.787,90,19,50,1976,20.112,8.885,19,51,31.588,14.512,0,28,50,51,25.529,8.105,90,28,50,1976,26.822,12.842,25,51,30.667,12.796,0,30,50,51,26.451,6.673,90,28,50,1976,26.942,11.518,25
11,51,22.843,11.006,0,21,50,51,20.314,7.622,90,21,50,1976,21.543,11.060,19,51,23.314,10.858,0,19,50,51,17.196,4.923,90,19,50,1976,20.090,9.147,17,51,32.824,15.016,0,30,50,51,27.412,8.379,90,30,50,1976,28.120,13.356,25,51,29.647,12.823,0,26,50,51,25.647,7.252,90,28,50,1976,26.000,11.096,25
